"Time","Ballooned memory for esxilocal.hbmsolutions.mt","Host consumed % for esxilocal.hbmsolutions.mt","Consumed for esxilocal.hbmsolutions.mt"
"2026-05-22T10:05:00.000Z",0,92.41,9690084
"2026-05-22T10:10:00.000Z",0,92.57,9706903
"2026-05-22T10:15:00.000Z",0,92.6,9709728
"2026-05-22T10:20:00.000Z",0,92.64,9713791
"2026-05-22T10:25:00.000Z",0,92.64,9714171
"2026-05-22T10:30:00.000Z",0,92.56,9705577
"2026-05-22T10:35:00.000Z",0,92.71,9721160
"2026-05-22T10:40:00.000Z",0,92.11,9658905
"2026-05-22T10:45:00.000Z",0,92.03,9650338
"2026-05-22T10:50:00.000Z",0,92.03,9650304
"2026-05-22T10:55:00.000Z",0,91.75,9620931
"2026-05-22T11:00:00.000Z",0,92.05,9652645
"2026-05-22T11:05:00.000Z",0,92.55,9704607
"2026-05-22T11:10:00.000Z",0,92.68,9718573
"2026-05-22T11:15:00.000Z",0,92.69,9718905
"2026-05-22T11:20:00.000Z",0,92.67,9717573
"2026-05-22T11:25:00.000Z",0,92.67,9717656
"2026-05-22T11:30:00.000Z",0,92.63,9713362
"2026-05-22T11:35:00.000Z",0,92.58,9708112
"2026-05-22T11:40:00.000Z",0,91.51,9595380
"2026-05-22T11:45:00.000Z",0,90.96,9538259
"2026-05-22T11:50:00.000Z",0,91.77,9623195
"2026-05-22T11:55:00.000Z",0,92.11,9658061
"2026-05-22T12:00:00.000Z",0,92.37,9685704
"2026-05-22T12:05:00.000Z",0,92.54,9703454
"2026-05-22T12:10:00.000Z",0,92.6,9709336
"2026-05-22T12:15:00.000Z",0,92.67,9717600
"2026-05-22T12:20:00.000Z",0,92.68,9718869
"2026-05-22T12:25:00.000Z",0,92.73,9723055
"2026-05-22T12:30:00.000Z",0,92.51,9700080
"2026-05-22T12:35:00.000Z",0,92.39,9688146
"2026-05-22T12:40:00.000Z",0,92.05,9651838
"2026-05-22T12:45:00.000Z",0,92.08,9655725
"2026-05-22T12:50:00.000Z",0,92.29,9677629
"2026-05-22T12:55:00.000Z",0,92.36,9684820
"2026-05-22T13:00:00.000Z",0,92.55,9704321
"2026-05-22T13:05:00.000Z",0,92.66,9716064
"2026-05-22T13:10:00.000Z",0,92.63,9713304
"2026-05-22T13:15:00.000Z",0,92.62,9712358
"2026-05-22T13:20:00.000Z",0,92.59,9708837
"2026-05-22T13:25:00.000Z",0,92.53,9702302
"2026-05-22T13:30:00.000Z",0,92.39,9688267
"2026-05-22T13:35:00.000Z",0,92.12,9659997
"2026-05-22T13:40:00.000Z",0,91.39,9583388
"2026-05-22T13:45:00.000Z",0,91.23,9566629
"2026-05-22T13:50:00.000Z",0,91.24,9567029
"2026-05-22T13:55:00.000Z",0,90.89,9530273
"2026-05-22T14:00:00.000Z",0,91.01,9543462
"2026-05-22T14:05:00.000Z",0,91.89,9635224
"2026-05-22T14:10:00.000Z",0,92.27,9675137
"2026-05-22T14:15:00.000Z",0,92.35,9683947
"2026-05-22T14:20:00.000Z",0,92.5,9698994
"2026-05-22T14:25:00.000Z",0,92.59,9708822
"2026-05-22T14:30:00.000Z",0,92.39,9687484
"2026-05-22T14:35:00.000Z",0,92.55,9704452
"2026-05-22T14:40:00.000Z",0,92.17,9664785
"2026-05-22T14:45:00.000Z",0,92.22,9670324
"2026-05-22T14:50:00.000Z",0,91.13,9555947
"2026-05-22T14:55:00.000Z",0,91.39,9582915
"2026-05-22T15:00:00.000Z",0,91.88,9634116
"2026-05-22T15:05:00.000Z",0,92.16,9664021
"2026-05-22T15:10:00.000Z",0,92.53,9702441
"2026-05-22T15:15:00.000Z",0,92.49,9698187
"2026-05-22T15:20:00.000Z",0,92.49,9697839
"2026-05-22T15:25:00.000Z",0,92.6,9710133
"2026-05-22T15:30:00.000Z",0,92.69,9718888
"2026-05-22T15:35:00.000Z",0,92.64,9713552
"2026-05-22T15:40:00.000Z",0,92.02,9649514
"2026-05-22T15:45:00.000Z",0,92.01,9648520
"2026-05-22T15:50:00.000Z",0,92.24,9671849
"2026-05-22T15:55:00.000Z",0,92.3,9678713
"2026-05-22T16:00:00.000Z",0,92.1,9657274
"2026-05-22T16:05:00.000Z",0,92.34,9682422
"2026-05-22T16:10:00.000Z",0,92.33,9681741
"2026-05-22T16:15:00.000Z",0,92.51,9700469
"2026-05-22T16:20:00.000Z",0,92.62,9712298
"2026-05-22T16:25:00.000Z",0,92.59,9708870
"2026-05-22T16:30:00.000Z",0,92.71,9721373
"2026-05-22T16:35:00.000Z",0,92.36,9684393
"2026-05-22T16:40:00.000Z",0,91.91,9637846
"2026-05-22T16:45:00.000Z",0,91.56,9600494
"2026-05-22T16:50:00.000Z",0,91.45,9589157
"2026-05-22T16:55:00.000Z",0,91.49,9594020
"2026-05-22T17:00:00.000Z",0,91.48,9592584
"2026-05-22T17:05:00.000Z",0,92.38,9686648
"2026-05-22T17:10:00.000Z",0,92.65,9714584
"2026-05-22T17:15:00.000Z",0,92.69,9719162
"2026-05-22T17:20:00.000Z",0,92.71,9721177
"2026-05-22T17:25:00.000Z",0,92.72,9722774
"2026-05-22T17:30:00.000Z",0,92.68,9718669
"2026-05-22T17:35:00.000Z",0,92.28,9676131
"2026-05-22T17:40:00.000Z",0,91.76,9621682
"2026-05-22T17:45:00.000Z",0,91.82,9627857
"2026-05-22T17:50:00.000Z",0,91.89,9635420
"2026-05-22T17:55:00.000Z",0,91.99,9646054
"2026-05-22T18:00:00.000Z",0,92.48,9697180
"2026-05-22T18:05:00.000Z",0,92.8,9731078
"2026-05-22T18:10:00.000Z",0,92.62,9711520
"2026-05-22T18:15:00.000Z",0,92.63,9712937
"2026-05-22T18:20:00.000Z",0,92.58,9708152
"2026-05-22T18:25:00.000Z",0,92.78,9729052
"2026-05-22T18:30:00.000Z",0,91.99,9646053
"2026-05-22T18:35:00.000Z",0,93.35,9788460
"2026-05-22T18:40:00.000Z",0,92.52,9701377
"2026-05-22T18:45:00.000Z",0,92.52,9701746
"2026-05-22T18:50:00.000Z",0,91.9,9636491
"2026-05-22T18:55:00.000Z",0,92.04,9650831
"2026-05-22T19:00:00.000Z",0,91.96,9642581
"2026-05-22T19:05:00.000Z",0,92.62,9711656
"2026-05-22T19:10:00.000Z",0,92.79,9729641
"2026-05-22T19:15:00.000Z",0,92.43,9691808
"2026-05-22T19:20:00.000Z",0,91.74,9619892
"2026-05-22T19:25:00.000Z",0,91.62,9607266
"2026-05-22T19:30:00.000Z",0,91.44,9588281
"2026-05-22T19:35:00.000Z",0,90.56,9495667
"2026-05-22T19:40:00.000Z",0,89.64,9399925
"2026-05-22T19:45:00.000Z",0,89.57,9392430
"2026-05-22T19:50:00.000Z",0,89.26,9359428
"2026-05-22T19:55:00.000Z",0,89.87,9424023
"2026-05-22T20:00:00.000Z",0,90.4,9478856
"2026-05-22T20:05:00.000Z",0,92.01,9647457
"2026-05-22T20:10:00.000Z",0,92.28,9676063
"2026-05-22T20:15:00.000Z",0,92.46,9695521
"2026-05-22T20:20:00.000Z",0,92.52,9701131
"2026-05-22T20:25:00.000Z",0,92.83,9733516
"2026-05-22T20:30:00.000Z",0,92.14,9661194
"2026-05-22T20:35:00.000Z",0,92.25,9673323
"2026-05-22T20:40:00.000Z",0,92.68,9717989
"2026-05-22T20:45:00.000Z",0,92.58,9707360
"2026-05-22T20:50:00.000Z",0,92.75,9725710
"2026-05-22T20:55:00.000Z",0,92.44,9692786
"2026-05-22T21:00:00.000Z",0,91.97,9644206
"2026-05-22T21:05:00.000Z",0,91.76,9622096
"2026-05-22T21:10:00.000Z",0,92.6,9710046
"2026-05-22T21:15:00.000Z",0,92.58,9707611
"2026-05-22T21:20:00.000Z",0,92.49,9698636
"2026-05-22T21:25:00.000Z",0,92.82,9733447
"2026-05-22T21:30:00.000Z",0,92.8,9730638
"2026-05-22T21:35:00.000Z",0,92.84,9734615
"2026-05-22T21:40:00.000Z",0,92.52,9701356
"2026-05-22T21:45:00.000Z",0,92.68,9718702
"2026-05-22T21:50:00.000Z",0,92.9,9741101
"2026-05-22T21:55:00.000Z",,,
"2026-05-22T22:00:00.000Z",,,
"2026-05-22T22:05:00.000Z",,,
