"Time","Usage for 2","Usage for 0","Usage for esxidr.hbmsolutions.mt","Usage for 1","Usage for 3","Usage in MHz for esxidr.hbmsolutions.mt"
"2026-05-22T17:25:20.000Z",0.84,1.15,1.3,2.84,0.36,244
"2026-05-22T17:25:40.000Z",0.39,3.44,1.19,0.59,0.32,224
"2026-05-22T17:26:00.000Z",0.47,2.94,0.98,0.24,0.29,185
"2026-05-22T17:26:20.000Z",0.3,1.2,1.06,2.48,0.27,200
"2026-05-22T17:26:40.000Z",0.34,2.09,0.92,0.8,0.43,173
"2026-05-22T17:27:00.000Z",0.5,0.18,0.93,2.82,0.23,176
"2026-05-22T17:27:20.000Z",0.39,1.37,0.93,1.68,0.29,176
"2026-05-22T17:27:40.000Z",0.3,2.93,0.94,0.2,0.32,177
"2026-05-22T17:28:00.000Z",0.36,2.7,0.92,0.2,0.43,174
"2026-05-22T17:28:20.000Z",0.37,2.47,0.9,0.48,0.3,170
"2026-05-22T17:28:40.000Z",0.28,1.38,0.98,1.97,0.28,184
"2026-05-22T17:29:00.000Z",0.42,2.18,0.97,0.91,0.39,184
"2026-05-22T17:29:20.000Z",0.3,2.3,0.88,0.64,0.28,166
"2026-05-22T17:29:40.000Z",0.28,1.69,0.88,1.23,0.33,166
"2026-05-22T17:30:00.000Z",0.33,0.36,1.1,3.26,0.44,207
"2026-05-22T17:30:20.000Z",0.71,2.1,1.21,1.32,0.7,228
"2026-05-22T17:30:40.000Z",0.7,3.17,1.18,0.19,0.67,223
"2026-05-22T17:31:00.000Z",0.36,3.03,1.07,0.27,0.61,201
"2026-05-22T17:31:20.000Z",0.36,0.98,1.04,2.07,0.74,195
"2026-05-22T17:31:40.000Z",0.42,2.65,0.97,0.11,0.71,183
"2026-05-22T17:32:00.000Z",0.41,2.8,1.02,0.15,0.73,192
"2026-05-22T17:32:20.000Z",0.35,1.13,0.91,1.6,0.57,172
"2026-05-22T17:32:40.000Z",0.37,2.82,1,0.1,0.72,189
"2026-05-22T17:33:00.000Z",0.51,2.63,0.95,0.22,0.46,180
"2026-05-22T17:33:20.000Z",0.46,1.27,0.95,1.59,0.47,178
"2026-05-22T17:33:40.000Z",0.37,1.26,0.94,1.66,0.46,177
"2026-05-22T17:34:00.000Z",0.39,1,0.93,1.8,0.54,176
"2026-05-22T17:34:20.000Z",0.43,2.62,0.93,0.21,0.48,176
"2026-05-22T17:34:40.000Z",0.51,2.1,1.05,1.19,0.4,198
"2026-05-22T17:35:00.000Z",0.59,1.5,1.01,1.51,0.43,190
"2026-05-22T17:35:20.000Z",0.62,1.83,1.19,1.84,0.46,224
"2026-05-22T17:35:40.000Z",0.51,2.2,1.19,1.58,0.47,224
"2026-05-22T17:36:00.000Z",0.44,2.73,0.98,0.19,0.58,186
"2026-05-22T17:36:20.000Z",1.21,2.01,1.38,1.02,1.27,260
"2026-05-22T17:36:40.000Z",0.54,0.16,0.95,2.58,0.51,178
"2026-05-22T17:37:00.000Z",0.59,0.13,1.01,2.79,0.52,190
"2026-05-22T17:37:20.000Z",0.45,0.09,0.93,2.7,0.48,175
"2026-05-22T17:37:40.000Z",0.23,0.16,0.85,2.57,0.42,159
"2026-05-22T17:38:00.000Z",0.36,1.76,0.97,1.3,0.44,182
"2026-05-22T17:38:20.000Z",0.24,0.16,0.95,2.89,0.5,179
"2026-05-22T17:38:40.000Z",0.2,0.13,0.89,2.73,0.49,167
"2026-05-22T17:39:00.000Z",0.33,0.52,0.93,2.41,0.46,175
"2026-05-22T17:39:20.000Z",0.27,0.1,0.89,2.85,0.37,169
"2026-05-22T17:39:40.000Z",0.4,0.15,0.96,2.96,0.32,180
"2026-05-22T17:40:00.000Z",0.39,0.16,0.91,2.63,0.45,171
"2026-05-22T17:40:20.000Z",0.63,0.56,1.16,2.61,0.85,219
"2026-05-22T17:40:40.000Z",0.38,2.84,1.16,1.02,0.4,219
"2026-05-22T17:41:00.000Z",0.36,1.2,0.94,1.79,0.42,178
"2026-05-22T17:41:20.000Z",0.29,2.01,0.85,0.77,0.32,160
"2026-05-22T17:41:40.000Z",0.33,1.3,0.9,1.62,0.34,169
"2026-05-22T17:42:00.000Z",0.35,0.2,0.99,3,0.4,186
"2026-05-22T17:42:20.000Z",0.26,0.2,0.85,2.62,0.32,160
"2026-05-22T17:42:40.000Z",0.29,0.16,0.85,2.62,0.32,160
"2026-05-22T17:43:00.000Z",0.34,0.72,0.88,2.16,0.29,166
"2026-05-22T17:43:20.000Z",0.26,0.38,0.89,2.62,0.33,169
"2026-05-22T17:43:40.000Z",0.32,0.23,0.94,2.87,0.36,178
"2026-05-22T17:44:00.000Z",0.34,1.14,0.92,1.86,0.33,173
"2026-05-22T17:44:20.000Z",0.26,2.78,0.92,0.16,0.46,173
"2026-05-22T17:44:40.000Z",0.21,0.17,0.93,2.74,0.59,175
"2026-05-22T17:45:00.000Z",0.44,0.16,0.96,2.74,0.51,181
"2026-05-22T17:45:20.000Z",0.57,2.56,1.12,0.79,0.55,211
"2026-05-22T17:45:40.000Z",0.27,3.44,1.14,0.62,0.23,215
"2026-05-22T17:46:00.000Z",0.17,2.4,0.93,0.83,0.32,176
"2026-05-22T17:46:20.000Z",0.16,2.63,0.83,0.34,0.21,157
"2026-05-22T17:46:40.000Z",0.19,0.81,1.01,2.69,0.34,190
"2026-05-22T17:47:00.000Z",0.28,1.1,0.96,2.22,0.21,180
"2026-05-22T17:47:20.000Z",0.18,1.69,0.89,1.43,0.25,167
"2026-05-22T17:47:40.000Z",0.15,0.34,0.86,2.75,0.22,163
"2026-05-22T17:48:00.000Z",0.29,0.75,0.9,2.39,0.17,170
"2026-05-22T17:48:20.000Z",0.13,1.64,0.86,1.36,0.31,162
"2026-05-22T17:48:40.000Z",0.13,0.26,0.88,2.89,0.25,167
"2026-05-22T17:49:00.000Z",0.27,0.53,1.03,3.06,0.26,194
"2026-05-22T17:49:20.000Z",0.21,0.25,0.91,3.01,0.18,172
"2026-05-22T17:49:40.000Z",0.22,0.22,0.92,3.07,0.18,173
"2026-05-22T17:50:00.000Z",0.24,1.69,0.91,1.44,0.28,172
"2026-05-22T17:50:20.000Z",0.38,1.08,1.11,2.27,0.7,209
"2026-05-22T17:50:40.000Z",0.5,3.43,1.16,0.24,0.49,219
"2026-05-22T17:51:00.000Z",0.56,2.43,0.94,0.35,0.44,178
"2026-05-22T17:51:20.000Z",0.4,0.08,0.96,2.95,0.4,180
"2026-05-22T17:51:40.000Z",0.61,0.09,1.01,2.83,0.49,190
"2026-05-22T17:52:00.000Z",0.51,2.07,0.97,0.77,0.52,182
"2026-05-22T17:52:20.000Z",0.45,0.6,0.9,2.16,0.4,170
"2026-05-22T17:52:40.000Z",0.39,0.15,0.99,2.97,0.44,186
