"Time","Usage for esxilocal.hbmsolutions.mt","Usage for 0","Usage for 2","Usage for 1","Usage for 3","Usage in MHz for esxilocal.hbmsolutions.mt"
"2026-05-17T19:52:20.000Z",25.57,27.56,19.87,22.16,32.68,4807
"2026-05-17T19:52:40.000Z",23.9,17.26,25.26,29.58,23.49,4493
"2026-05-17T19:53:00.000Z",19.3,18.57,17.95,19.62,21.04,3628
"2026-05-17T19:53:20.000Z",21.74,24.39,13.04,36.82,12.69,4087
"2026-05-17T19:53:40.000Z",22.02,25,15.62,23.93,23.53,4140
"2026-05-17T19:54:00.000Z",21.83,17.6,17.7,19.12,32.9,4104
"2026-05-17T19:54:20.000Z",23.35,23.62,21.76,30.66,17.35,4390
"2026-05-17T19:54:40.000Z",25.63,30.29,30.21,18.05,23.98,4819
"2026-05-17T19:55:00.000Z",21.6,24.12,19,22.05,21.24,4062
"2026-05-17T19:55:20.000Z",27.48,31.99,23.58,31.13,23.2,5166
"2026-05-17T19:55:40.000Z",23.16,20.56,20.95,27.21,23.9,4354
"2026-05-17T19:56:00.000Z",22.41,20.5,28.44,21.57,19.13,4213
"2026-05-17T19:56:20.000Z",23.4,17.78,32.42,17.48,25.94,4401
"2026-05-17T19:56:40.000Z",23.21,33.93,17.18,22.64,19.07,4363
"2026-05-17T19:57:00.000Z",24.8,18.77,36.33,19.92,24.2,4664
"2026-05-17T19:57:20.000Z",23.03,20.24,20.81,27.4,23.65,4330
"2026-05-17T19:57:40.000Z",23.34,26.46,16.24,32.16,18.5,4388
"2026-05-17T19:58:00.000Z",25.74,34.19,20.21,24.83,23.75,4840
"2026-05-17T19:58:20.000Z",27.97,30.97,30.48,24.19,26.24,5258
"2026-05-17T19:58:40.000Z",26.06,30.77,27.13,17.59,28.76,4900
"2026-05-17T19:59:00.000Z",30.85,31.16,32.66,27.76,31.83,5801
"2026-05-17T19:59:20.000Z",28.03,37.06,18.31,33.38,23.37,5270
"2026-05-17T19:59:40.000Z",27.19,28.83,19.99,39.24,20.7,5112
"2026-05-17T20:00:00.000Z",25.22,23.96,26.7,18.29,31.94,4742
