"Time","Active for esxilocal.hbmsolutions.mt","Swap consumed for esxilocal.hbmsolutions.mt","Granted for esxilocal.hbmsolutions.mt","Shared common for esxilocal.hbmsolutions.mt","Ballooned memory for esxilocal.hbmsolutions.mt","Host consumed % for esxilocal.hbmsolutions.mt","Consumed for esxilocal.hbmsolutions.mt"
"2026-05-23T08:22:20.000Z",3893304,2486400,8455292,46780,0,92.71,9720740
"2026-05-23T08:22:40.000Z",3893304,2486296,8455464,47116,0,92.7,9720208
"2026-05-23T08:23:00.000Z",3929172,2486656,8521060,48032,0,93.86,9841808
"2026-05-23T08:23:20.000Z",3964172,2482760,8451172,48876,0,93,9750980
"2026-05-23T08:23:40.000Z",3776172,2485960,8412480,49060,0,92.77,9727524
"2026-05-23T08:24:00.000Z",3825468,2486084,8411312,49340,0,92.76,9725764
"2026-05-23T08:24:20.000Z",3877920,2486556,8410472,50256,0,92.7,9720380
"2026-05-23T08:24:40.000Z",3752092,2487224,8411232,50976,0,92.7,9719880
"2026-05-23T08:25:00.000Z",3665000,2486932,8414036,51340,0,92.7,9719616
"2026-05-23T08:25:20.000Z",3738360,2488820,8420376,51824,0,92.7,9719360
"2026-05-23T08:25:40.000Z",3821320,2491152,8395504,46588,0,92.73,9722868
"2026-05-23T08:26:00.000Z",3816604,2491596,8400404,46856,0,92.71,9721008
"2026-05-23T08:26:20.000Z",3752484,2491408,8402988,47768,0,92.67,9716928
"2026-05-23T08:26:40.000Z",3689892,2489936,8408212,47640,0,92.71,9720684
"2026-05-23T08:27:00.000Z",3628564,2489904,8405340,48664,0,92.69,9718688
"2026-05-23T08:27:20.000Z",3669752,2490384,8409176,49408,0,92.69,9718612
"2026-05-23T08:27:40.000Z",4048756,2489776,8409720,49560,0,92.7,9719732
"2026-05-23T08:28:00.000Z",4043592,2489728,8407800,49988,0,92.69,9718792
"2026-05-23T08:28:20.000Z",3980808,2489508,8409024,50772,0,92.67,9717204
"2026-05-23T08:28:40.000Z",3980808,2488460,8415280,51412,0,92.72,9721720
"2026-05-23T08:29:00.000Z",4148452,2488132,8417020,52352,0,92.72,9721864
"2026-05-23T08:29:20.000Z",4179916,2487856,8418496,52848,0,92.7,9720096
"2026-05-23T08:29:40.000Z",4054088,2487048,8421032,52800,0,92.74,9723668
"2026-05-23T08:30:00.000Z",4051400,2484972,8418992,54416,0,92.75,9724632
"2026-05-23T08:30:20.000Z",3956544,2484656,8419196,55164,0,92.75,9725312
"2026-05-23T08:30:40.000Z",3762152,2483088,8405852,55660,0,92.6,9709208
"2026-05-23T08:31:00.000Z",3790748,2482812,8408172,56632,0,92.6,9709352
"2026-05-23T08:31:20.000Z",3779664,2482580,8409620,56968,0,92.58,9706972
"2026-05-23T08:31:40.000Z",3715564,2482180,8412536,57120,0,92.61,9710480
"2026-05-23T08:32:00.000Z",3605076,2481868,8414048,58176,0,92.59,9708136
"2026-05-23T08:32:20.000Z",3593784,2480588,8417488,58224,0,92.6,9709472
"2026-05-23T08:32:40.000Z",3531104,2480292,8418784,58976,0,92.61,9710128
"2026-05-23T08:33:00.000Z",3564932,2480164,8419240,59636,0,92.6,9709704
"2026-05-23T08:33:20.000Z",3522676,2480032,8420224,60552,0,92.58,9707408
"2026-05-23T08:33:40.000Z",4078536,2482040,8407956,59296,0,92.77,9727408
"2026-05-23T08:34:00.000Z",4319908,2413404,8443108,59000,0,93.11,9762656
"2026-05-23T08:34:20.000Z",4306752,2412648,8446292,60000,0,93.11,9762484
"2026-05-23T08:34:40.000Z",4034260,2412296,8371032,60876,0,92.7,9720024
"2026-05-23T08:35:00.000Z",3951248,2411584,8350680,60668,0,92.65,9714524
"2026-05-23T08:35:20.000Z",3938744,2411256,8347572,61624,0,92.68,9717392
"2026-05-23T08:35:40.000Z",4305700,2411312,8358792,61604,0,92.69,9719028
"2026-05-23T08:36:00.000Z",4305676,2410500,8370904,62052,0,92.74,9724292
"2026-05-23T08:36:20.000Z",4331084,2410144,8373460,62320,0,92.74,9723728
"2026-05-23T08:36:40.000Z",4352064,2409620,8389316,62260,0,92.84,9734136
"2026-05-23T08:37:00.000Z",4331092,2408812,8393612,62416,0,92.86,9736112
"2026-05-23T08:37:20.000Z",4298356,2408356,8396428,62092,0,92.86,9736216
"2026-05-23T08:37:40.000Z",4214712,2407868,8400220,61504,0,92.88,9738488
"2026-05-23T08:38:00.000Z",4032564,2407608,8319656,62000,0,92.58,9707440
"2026-05-23T08:38:20.000Z",4031604,2410180,8319632,62896,0,92.13,9659632
"2026-05-23T08:38:40.000Z",3884716,2409892,8321380,62876,0,92.12,9659052
"2026-05-23T08:39:00.000Z",3884304,2409488,8323880,63916,0,92.08,9654596
"2026-05-23T08:39:20.000Z",3929100,2408944,8326596,58828,0,92.25,9672156
"2026-05-23T08:39:40.000Z",3918640,2408784,8328400,58896,0,92.28,9675736
"2026-05-23T08:40:00.000Z",3918708,2408524,8330208,59360,0,92.26,9673744
"2026-05-23T08:40:20.000Z",3924492,2407748,8333428,59352,0,92.43,9691896
"2026-05-23T08:40:40.000Z",3883072,2407540,8334100,59996,0,92.32,9679716
"2026-05-23T08:41:00.000Z",3820652,2407396,8334660,60292,0,92.31,9678580
"2026-05-23T08:41:20.000Z",3845652,2407196,8335708,60320,0,92.31,9678820
"2026-05-23T08:41:40.000Z",3835168,2406152,8342164,59980,0,92.34,9681672
"2026-05-23T08:42:00.000Z",3835168,2405780,8344776,60300,0,92.36,9684080
"2026-05-23T08:42:20.000Z",3781556,2405576,8345536,60644,0,92.36,9684352
"2026-05-23T08:42:40.000Z",3750100,2405324,8346416,61084,0,92.35,9683352
"2026-05-23T08:43:00.000Z",3917868,2404928,8347248,61356,0,92.35,9682980
"2026-05-23T08:43:20.000Z",3902972,2404728,8347812,61900,0,92.35,9682780
"2026-05-23T08:43:40.000Z",3871512,2404192,8350420,61640,0,92.36,9684644
"2026-05-23T08:44:00.000Z",3619856,2401532,8354332,61468,0,92.5,9698396
"2026-05-23T08:44:20.000Z",3624088,2401016,8355832,61348,0,92.43,9691408
"2026-05-23T08:44:40.000Z",3613604,2400700,8357116,61612,0,92.44,9692180
"2026-05-23T08:45:00.000Z",3592632,2400348,8359100,61420,0,92.47,9695892
"2026-05-23T08:45:20.000Z",3587740,2399444,8362960,61524,0,92.48,9696360
"2026-05-23T08:45:40.000Z",3619180,2399148,8364244,62084,0,92.47,9695280
"2026-05-23T08:46:00.000Z",3598308,2398656,8366808,62404,0,92.47,9696080
"2026-05-23T08:46:20.000Z",3601788,2398424,8367472,62320,0,92.48,9696292
"2026-05-23T08:46:40.000Z",3623088,2398200,8368020,62348,0,92.47,9696088
"2026-05-23T08:47:00.000Z",3623772,2397960,8368840,62604,0,92.47,9695644
"2026-05-23T08:47:20.000Z",3620828,2395516,8391288,62888,0,92.62,9711268
"2026-05-23T08:47:40.000Z",3683768,2394316,8394972,62776,0,92.67,9716780
"2026-05-23T08:48:00.000Z",4061368,2393768,8397056,63096,0,92.65,9715052
"2026-05-23T08:48:20.000Z",4061496,2491816,8399332,63292,0,92.29,9676536
"2026-05-23T08:48:40.000Z",3956640,2491420,8400244,63264,0,92.3,9677420
"2026-05-23T08:49:00.000Z",4355096,2490944,8401192,63604,0,92.42,9690356
"2026-05-23T08:49:20.000Z",4357252,2490344,8402144,63508,0,92.29,9676980
"2026-05-23T08:49:40.000Z",4346768,2486224,8408344,63272,0,92.38,9686036
"2026-05-23T08:50:00.000Z",3675716,2485704,8409164,63992,0,92.34,9682436
"2026-05-23T08:50:20.000Z",3671620,2485192,8410452,64232,0,92.36,9684312
"2026-05-23T08:50:40.000Z",3702900,2484828,8411068,64272,0,92.33,9680652
"2026-05-23T08:51:00.000Z",3807732,2483992,8412436,64736,0,92.32,9680100
"2026-05-23T08:51:20.000Z",3813196,2483472,8413540,64596,0,92.31,9678988
"2026-05-23T08:51:40.000Z",3823844,2483180,8413956,65156,0,92.3,9677576
"2026-05-23T08:52:00.000Z",3531112,2483008,8414228,65556,0,92.27,9674892
"2026-05-23T08:52:20.000Z",3524412,2482840,8414568,65640,0,92.27,9674920
"2026-05-23T08:52:40.000Z",3492976,2478460,8420928,60904,0,92.49,9697772
"2026-05-23T08:53:00.000Z",3597804,2478128,8421508,60784,0,92.54,9703552
"2026-05-23T08:53:20.000Z",3598064,2477912,8421888,60732,0,92.48,9697144
"2026-05-23T08:53:40.000Z",3547520,2477648,8422224,61348,0,92.46,9694392
"2026-05-23T08:54:00.000Z",3714732,2477168,8422936,61196,0,92.47,9695772
"2026-05-23T08:54:20.000Z",3718448,2476960,8423252,61084,0,92.47,9695616
"2026-05-23T08:54:40.000Z",3718484,2476636,8423952,61744,0,92.45,9693328
"2026-05-23T08:55:00.000Z",3739528,2476472,8424296,61828,0,92.45,9693672
"2026-05-23T08:55:20.000Z",3545008,2476316,8424644,62200,0,92.45,9693376
"2026-05-23T08:55:40.000Z",3555580,2476088,8425064,62448,0,92.44,9693088
"2026-05-23T08:56:00.000Z",3576676,2475984,8425272,62560,0,92.44,9692416
"2026-05-23T08:56:20.000Z",4082864,2475784,8425668,62584,0,92.44,9692568
"2026-05-23T08:56:40.000Z",4051464,2489300,8383832,63400,0,92.12,9659132
"2026-05-23T08:57:00.000Z",4030492,2488216,8385412,63744,0,92.13,9660108
"2026-05-23T08:57:20.000Z",3527700,2487312,8388928,63852,0,92.15,9662260
"2026-05-23T08:57:40.000Z",3538188,2483600,8394612,62688,0,92.22,9669064
"2026-05-23T08:58:00.000Z",3538220,2482368,8396468,62568,0,92.25,9672404
"2026-05-23T08:58:20.000Z",3665248,2481416,8401164,63452,0,92.26,9673844
"2026-05-23T08:58:40.000Z",3612820,2486804,8381808,63980,0,92.11,9658216
"2026-05-23T08:59:00.000Z",3696768,2486552,8382048,63908,0,92.22,9669388
"2026-05-23T08:59:20.000Z",3958876,2486044,8382684,63968,0,92.14,9661244
"2026-05-23T08:59:40.000Z",3990332,2485436,8385052,64388,0,92.16,9662908
"2026-05-23T09:00:00.000Z",3969364,2484704,8386908,64752,0,92.14,9660984
"2026-05-23T09:00:20.000Z",3647568,2484144,8388396,64972,0,92.15,9661908
"2026-05-23T09:00:40.000Z",3678724,2483392,8391296,64860,0,92.17,9664560
"2026-05-23T09:01:00.000Z",3678816,2483000,8391860,65156,0,92.16,9663748
"2026-05-23T09:01:20.000Z",3684164,2482636,8392700,65440,0,92.18,9665856
"2026-05-23T09:01:40.000Z",3684720,2481900,8394512,65584,0,92.22,9669916
"2026-05-23T09:02:00.000Z",3664360,2479728,8399400,66444,0,92.19,9666608
"2026-05-23T09:02:20.000Z",3475772,2479196,8401632,66248,0,92.19,9666160
"2026-05-23T09:02:40.000Z",3622816,2474100,8421072,65132,0,92.42,9690784
"2026-05-23T09:03:00.000Z",3602612,2468912,8429856,65252,0,92.46,9694204
"2026-05-23T09:03:20.000Z",3643088,2464656,8436968,65764,0,92.51,9700124
"2026-05-23T09:03:40.000Z",3653568,2464372,8437920,65740,0,92.53,9702032
"2026-05-23T09:04:00.000Z",3653568,2464056,8438684,65484,0,92.54,9703528
"2026-05-23T09:04:20.000Z",3906228,2463776,8439300,65720,0,92.54,9702792
"2026-05-23T09:04:40.000Z",3979628,2463444,8440044,65592,0,92.56,9705044
"2026-05-23T09:05:00.000Z",3916724,2463308,8440312,65904,0,92.54,9703304
"2026-05-23T09:05:20.000Z",4412984,2462464,8441968,66192,0,92.56,9705300
"2026-05-23T09:05:40.000Z",4434236,2461200,8444956,66276,0,92.6,9709708
"2026-05-23T09:06:00.000Z",4496972,2460932,8445576,65764,0,92.6,9709824
"2026-05-23T09:06:20.000Z",4503324,2460768,8445848,66096,0,92.6,9708984
"2026-05-23T09:06:40.000Z",4462684,2529384,8448856,65076,0,92.41,9689632
"2026-05-23T09:07:00.000Z",4546588,2529060,8449288,66120,0,92.4,9688240
"2026-05-23T09:07:20.000Z",4609472,2527948,8450696,65716,0,92.54,9703176
"2026-05-23T09:07:40.000Z",4567572,2527508,8451228,65016,0,92.54,9703312
"2026-05-23T09:08:00.000Z",4547136,2527320,8451484,64936,0,92.55,9703936
"2026-05-23T09:08:20.000Z",4353428,2527036,8451952,65372,0,92.5,9699040
"2026-05-23T09:08:40.000Z",4322084,2526700,8452460,65888,0,92.49,9697900
"2026-05-23T09:09:00.000Z",4280908,2526240,8453104,66132,0,92.49,9697588
"2026-05-23T09:09:20.000Z",4032172,2526000,8453396,66244,0,92.49,9697696
"2026-05-23T09:09:40.000Z",4053140,2525828,8453604,66348,0,92.48,9697184
"2026-05-23T09:10:00.000Z",4095084,2525684,8453776,66392,0,92.47,9696208
"2026-05-23T09:10:20.000Z",3839908,2524660,8454860,66572,0,92.5,9698428
"2026-05-23T09:10:40.000Z",3818552,2523328,8456804,67260,0,92.57,9705748
"2026-05-23T09:11:00.000Z",3818980,2523112,8457060,67256,0,92.47,9696088
"2026-05-23T09:11:20.000Z",4074720,2519404,8460820,67344,0,92.49,9697488
"2026-05-23T09:11:40.000Z",4084776,2496588,8471952,67248,0,92.66,9715324
"2026-05-23T09:12:00.000Z",4086000,2495880,8471936,67088,0,92.64,9713604
"2026-05-23T09:12:20.000Z",3894368,2495580,8472464,67144,0,92.64,9713616
"2026-05-23T09:12:40.000Z",3987716,2495304,8471800,67540,0,92.63,9712520
"2026-05-23T09:13:00.000Z",3966744,2494936,8472264,68080,0,92.63,9712448
"2026-05-23T09:13:20.000Z",3902712,2494752,8472272,67988,0,92.61,9710420
"2026-05-23T09:13:40.000Z",3955140,2494248,8474088,68596,0,92.66,9715564
"2026-05-23T09:14:00.000Z",3955172,2494084,8476412,68296,0,92.64,9713252
"2026-05-23T09:14:20.000Z",4084676,2493800,8476224,68516,0,92.63,9712264
"2026-05-23T09:14:40.000Z",4231480,2492328,8478200,68516,0,92.65,9714960
"2026-05-23T09:15:00.000Z",4168564,2490104,8480960,68912,0,92.69,9718884
