"Time","Active for esxilocal.hbmsolutions.mt","Swap consumed for esxilocal.hbmsolutions.mt","Granted for esxilocal.hbmsolutions.mt","Shared common for esxilocal.hbmsolutions.mt","Ballooned memory for esxilocal.hbmsolutions.mt","Host consumed % for esxilocal.hbmsolutions.mt","Consumed for esxilocal.hbmsolutions.mt"
"2026-05-19T18:24:00.000Z",3669272,2589988,8368800,44016,0,91.73,9618072
"2026-05-19T18:24:20.000Z",3742868,2588268,8376348,43620,0,91.79,9624468
"2026-05-19T18:24:40.000Z",3721896,2587836,8378932,43468,0,91.82,9627536
"2026-05-19T18:25:00.000Z",3762628,2588232,8378376,43600,0,91.78,9623684
"2026-05-19T18:25:20.000Z",3761920,2587568,8380728,43556,0,91.8,9625096
"2026-05-19T18:25:40.000Z",3950012,2587216,8381732,43492,0,91.81,9626448
"2026-05-19T18:26:00.000Z",3807360,2584304,8304232,43408,0,91.2,9562836
"2026-05-19T18:26:20.000Z",3753312,2583948,8305680,43476,0,91.1,9551592
"2026-05-19T18:26:40.000Z",3629152,2583084,8309640,43200,0,91.13,9554936
"2026-05-19T18:27:00.000Z",3824448,2582680,8310632,43496,0,91.11,9553076
"2026-05-19T18:27:20.000Z",3878052,2582468,8311112,43392,0,91.1,9552420
"2026-05-19T18:27:40.000Z",3836112,2582244,8311952,43608,0,91.13,9555668
"2026-05-19T18:28:00.000Z",3872688,2575152,8320364,43792,0,91.17,9559440
"2026-05-19T18:28:20.000Z",3820260,2574664,8321624,43904,0,91.19,9561064
"2026-05-19T18:28:40.000Z",3862200,2574428,8322128,43756,0,91.17,9559468
"2026-05-19T18:29:00.000Z",3672740,2574256,8322596,44084,0,91.18,9560864
"2026-05-19T18:29:20.000Z",3662252,2573744,8323700,43828,0,91.2,9562624
"2026-05-19T18:29:40.000Z",3620312,2570176,8328076,43948,0,91.22,9565148
"2026-05-19T18:30:00.000Z",3663792,2569900,8328648,44152,0,91.21,9564008
"2026-05-19T18:30:20.000Z",3653348,2569548,8329268,44188,0,91.21,9563400
"2026-05-19T18:30:40.000Z",3674328,2569244,8330084,44004,0,91.22,9565024
"2026-05-19T18:31:00.000Z",3545744,2568972,8330968,44472,0,91.21,9563360
"2026-05-19T18:31:20.000Z",3546036,2568544,8331956,44016,0,91.24,9566824
"2026-05-19T18:31:40.000Z",3523244,2568248,8332936,43872,0,91.25,9568164
"2026-05-19T18:32:00.000Z",3431924,2568060,8333364,44552,0,91.18,9559988
"2026-05-19T18:32:20.000Z",3453992,2567768,8333940,44720,0,91.18,9560892
"2026-05-19T18:32:40.000Z",3474960,2567636,8334168,44252,0,91.24,9566536
"2026-05-19T18:33:00.000Z",3377484,2567476,8334520,44384,0,91.21,9563928
"2026-05-19T18:33:20.000Z",3346024,2567252,8334948,44264,0,91.23,9565436
"2026-05-19T18:33:40.000Z",3304084,2566884,8335512,44440,0,91.22,9565104
"2026-05-19T18:34:00.000Z",3265100,2565428,8338372,44684,0,91.25,9567504
"2026-05-19T18:34:20.000Z",3265100,2565180,8338976,44592,0,91.28,9571124
"2026-05-19T18:34:40.000Z",3244128,2565040,8339228,44232,0,91.3,9573308
"2026-05-19T18:35:00.000Z",3358872,2564724,8339652,44200,0,91.3,9573528
"2026-05-19T18:35:20.000Z",3348460,2537204,8368252,44192,0,91.58,9602568
"2026-05-19T18:35:40.000Z",3411384,2535448,8370628,44172,0,91.61,9605720
"2026-05-19T18:36:00.000Z",3273984,2535324,8370916,44604,0,91.6,9604312
"2026-05-19T18:36:20.000Z",3316220,2534856,8371720,44496,0,91.61,9606088
"2026-05-19T18:36:40.000Z",3315068,2534596,8372780,44292,0,91.67,9611748
"2026-05-19T18:37:00.000Z",3651308,2534120,8373556,44580,0,91.63,9608000
"2026-05-19T18:37:20.000Z",3652068,2533840,8374152,44492,0,91.65,9610280
"2026-05-19T18:37:40.000Z",3610072,2529560,8378964,44836,0,91.73,9617676
"2026-05-19T18:38:00.000Z",3629800,2529364,8379548,44860,0,91.7,9615364
"2026-05-19T18:38:20.000Z",3713684,2528932,8380176,44380,0,91.71,9616372
"2026-05-19T18:38:40.000Z",3733208,2528784,8380408,44288,0,91.69,9614456
"2026-05-19T18:39:00.000Z",3743388,2526884,8382632,44176,0,91.75,9619796
"2026-05-19T18:39:20.000Z",3502544,2525240,8384800,43804,0,91.81,9626276
"2026-05-19T18:39:40.000Z",3607720,2523892,8387996,44616,0,91.79,9624792
"2026-05-19T18:40:00.000Z",3610436,2523672,8388372,44612,0,91.8,9625432
"2026-05-19T18:40:20.000Z",3516080,2522980,8389488,44952,0,91.79,9624304
"2026-05-19T18:40:40.000Z",3432204,2522772,8389812,44512,0,91.8,9625588
"2026-05-19T18:41:00.000Z",3394828,2522112,8390716,44528,0,91.81,9626920
"2026-05-19T18:41:20.000Z",3529856,2521684,8391428,44616,0,91.83,9628876
"2026-05-19T18:41:40.000Z",3529256,2521460,8392012,44480,0,91.85,9630652
"2026-05-19T18:42:00.000Z",3562440,2516056,8401748,44464,0,91.9,9636432
"2026-05-19T18:42:20.000Z",3563240,2515900,8402044,44504,0,91.91,9637104
"2026-05-19T18:42:40.000Z",3584008,2515728,8402288,44092,0,91.92,9638004
"2026-05-19T18:43:00.000Z",3606880,2515560,8402532,44576,0,91.9,9635684
"2026-05-19T18:43:20.000Z",3282644,2515076,8403532,44516,0,91.92,9637656
"2026-05-19T18:43:40.000Z",3303616,2514824,8403988,45004,0,91.92,9637736
"2026-05-19T18:44:00.000Z",3308348,2514640,8404312,44836,0,91.92,9637628
"2026-05-19T18:44:20.000Z",3518064,2514028,8405096,44684,0,91.92,9638116
"2026-05-19T18:44:40.000Z",3455152,2512144,8407300,44548,0,91.94,9640120
"2026-05-19T18:45:00.000Z",3455160,2511520,8407996,44544,0,91.95,9640796
"2026-05-19T18:45:20.000Z",3430800,2511272,8408628,44600,0,91.95,9640876
"2026-05-19T18:45:40.000Z",3430812,2509080,8413848,44848,0,92.03,9649304
"2026-05-19T18:46:00.000Z",3378472,2508836,8414224,44832,0,92.02,9648188
"2026-05-19T18:46:20.000Z",3681676,2508424,8414836,44796,0,92.04,9650860
"2026-05-19T18:46:40.000Z",3743496,2544396,8418096,44656,0,92.06,9653108
"2026-05-19T18:47:00.000Z",3806520,2543468,8419288,44628,0,91.91,9636892
"2026-05-19T18:47:20.000Z",3529744,2543140,8419716,44664,0,91.91,9636784
"2026-05-19T18:47:40.000Z",3550056,2538560,8425036,44972,0,91.95,9641296
"2026-05-19T18:48:00.000Z",3517932,2538312,8425360,45060,0,91.91,9637144
"2026-05-19T18:48:20.000Z",3873752,2537952,8425780,45244,0,91.9,9636364
"2026-05-19T18:48:40.000Z",3809992,2537752,8426052,44456,0,91.92,9637660
"2026-05-19T18:49:00.000Z",3789108,2537320,8427852,44912,0,91.94,9640596
"2026-05-19T18:49:20.000Z",3590124,2536932,8428344,44588,0,91.95,9641280
"2026-05-19T18:49:40.000Z",3653412,2536608,8428768,44588,0,91.95,9641576
"2026-05-19T18:50:00.000Z",3641884,2536260,8429208,44628,0,91.96,9641832
"2026-05-19T18:50:20.000Z",3744916,2536092,8429404,44932,0,91.96,9642584
"2026-05-19T18:50:40.000Z",3703304,2535636,8429932,44888,0,91.95,9640988
"2026-05-19T18:51:00.000Z",3692884,2535292,8430432,44888,0,91.96,9642204
"2026-05-19T18:51:20.000Z",3391352,2532452,8434644,45388,0,91.99,9645144
"2026-05-19T18:51:40.000Z",3369196,2531928,8435448,45032,0,92.01,9647932
"2026-05-19T18:52:00.000Z",3368844,2531756,8435704,45128,0,92,9646224
"2026-05-19T18:52:20.000Z",3811268,2540384,8408152,45128,0,91.85,9630696
"2026-05-19T18:52:40.000Z",3790392,2539544,8408608,44576,0,91.81,9626892
"2026-05-19T18:53:00.000Z",3780428,2542272,8391520,44708,0,91.69,9614424
"2026-05-19T18:53:20.000Z",3812396,2543544,8386316,44616,0,91.66,9610600
"2026-05-19T18:53:40.000Z",3833156,2542792,8386636,44360,0,91.64,9608464
"2026-05-19T18:54:00.000Z",4200184,2407384,8586812,41624,0,93.63,9817764
"2026-05-19T18:54:20.000Z",3850748,2370628,8392340,42952,0,92.57,9705704
"2026-05-19T18:54:40.000Z",4039496,2311284,8334532,41524,0,92.5,9699048
"2026-05-19T18:55:00.000Z",4165332,2296272,8338368,40616,0,92.64,9713848
"2026-05-19T18:55:20.000Z",4367704,2293320,8356476,40100,0,92.71,9720864
"2026-05-19T18:55:40.000Z",4703264,2297732,8357976,39288,0,92.73,9723272
"2026-05-19T18:56:00.000Z",4713808,2295832,8353052,39352,0,92.84,9735012
"2026-05-19T18:56:20.000Z",4807660,2293908,8353824,39136,0,92.9,9740432
"2026-05-19T18:56:40.000Z",4996444,2290336,8364364,38916,0,93,9751672
"2026-05-19T18:57:00.000Z",5006928,2295316,8307416,39568,0,92.45,9693752
"2026-05-19T18:57:20.000Z",5072688,2298540,8309976,40204,0,92.45,9693860
"2026-05-19T18:57:40.000Z",5450176,2297348,8317608,39936,0,92.52,9700588
"2026-05-19T18:58:00.000Z",5764752,2217820,8229596,40300,0,92.4,9688916
"2026-05-19T18:58:20.000Z",5781436,2215904,8226948,39848,0,92.37,9685136
"2026-05-19T18:58:40.000Z",5550744,2219924,8225352,39560,0,92.35,9683604
"2026-05-19T18:59:00.000Z",5424916,2220088,8225928,40320,0,92.35,9683252
"2026-05-19T18:59:20.000Z",5340036,2224964,8231032,40404,0,92.37,9685500
"2026-05-19T18:59:40.000Z",4836740,2231420,8234212,40216,0,92.33,9681500
"2026-05-19T19:00:00.000Z",4742368,2233848,8232756,39712,0,92.33,9681208
"2026-05-19T19:00:20.000Z",4640532,2233616,8238332,40068,0,92.33,9680684
"2026-05-19T19:00:40.000Z",4640544,2232752,8239288,40072,0,92.33,9681424
"2026-05-19T19:01:00.000Z",4682488,2232220,8243716,40132,0,92.35,9682744
"2026-05-19T19:01:20.000Z",4650220,2231460,8247004,39708,0,92.34,9682176
"2026-05-19T19:01:40.000Z",4649244,2232088,8248564,39852,0,92.39,9687448
"2026-05-19T19:02:00.000Z",4681092,2232012,8253268,40476,0,92.48,9696332
"2026-05-19T19:02:20.000Z",4641272,2242080,8243684,41556,0,92.34,9682576
