"Time","Usage for 2","Usage for 0","Usage for esxidr.hbmsolutions.mt","Usage for 1","Usage for 3","Usage in MHz for esxidr.hbmsolutions.mt"
"2026-05-23T17:00:00.000Z",0.29,0.37,0.93,0.35,2.7,175
"2026-05-23T17:00:20.000Z",0.78,0.6,1.29,0.64,3.13,243
"2026-05-23T17:00:40.000Z",0.86,0.35,1.1,0.28,2.9,206
"2026-05-23T17:01:00.000Z",0.36,0.36,0.99,0.43,2.81,187
"2026-05-23T17:01:20.000Z",2.52,0.63,1.6,0.68,2.57,301
"2026-05-23T17:01:40.000Z",0.7,0.33,0.91,0.25,2.36,172
"2026-05-23T17:02:00.000Z",0.48,0.37,0.97,0.37,2.68,184
"2026-05-23T17:02:20.000Z",2.42,0.27,0.94,0.32,0.77,178
"2026-05-23T17:02:40.000Z",2.86,0.22,0.89,0.29,0.19,168
"2026-05-23T17:03:00.000Z",2.1,0.26,0.91,0.38,0.88,171
"2026-05-23T17:03:20.000Z",2.06,0.28,0.89,0.25,0.96,167
"2026-05-23T17:03:40.000Z",2.17,0.24,0.88,0.33,0.8,167
"2026-05-23T17:04:00.000Z",2.28,0.25,0.89,0.38,0.66,168
"2026-05-23T17:04:20.000Z",2.74,0.29,0.92,0.23,0.42,173
"2026-05-23T17:04:40.000Z",1.75,0.26,0.87,0.26,1.21,164
"2026-05-23T17:05:00.000Z",1.85,0.42,0.95,0.36,1.14,178
"2026-05-23T17:05:20.000Z",0.6,1.84,1.14,1.54,0.56,214
"2026-05-23T17:05:40.000Z",0.32,0.67,1.11,3.23,0.2,209
"2026-05-23T17:06:00.000Z",0.43,0.4,0.98,2.77,0.31,184
"2026-05-23T17:06:20.000Z",0.27,0.25,0.92,2.92,0.24,173
"2026-05-23T17:06:40.000Z",0.29,0.26,0.93,2.81,0.37,175
"2026-05-23T17:07:00.000Z",0.41,0.23,0.99,2.97,0.35,187
"2026-05-23T17:07:20.000Z",0.28,0.79,0.97,2.58,0.22,182
"2026-05-23T17:07:40.000Z",0.35,2.81,0.92,0.25,0.28,174
"2026-05-23T17:08:00.000Z",0.4,1.47,0.95,1.59,0.33,179
"2026-05-23T17:08:20.000Z",0.42,1.92,0.99,1.42,0.19,186
"2026-05-23T17:08:40.000Z",0.26,0.35,0.88,2.7,0.23,166
"2026-05-23T17:09:00.000Z",0.24,0.31,0.96,2.87,0.42,181
"2026-05-23T17:09:20.000Z",0.22,0.46,0.95,2.78,0.33,179
"2026-05-23T17:09:40.000Z",0.25,1.45,0.93,1.63,0.36,174
"2026-05-23T17:10:00.000Z",0.4,1.88,1,1.38,0.34,188
"2026-05-23T17:10:20.000Z",0.59,1.28,1.13,2.28,0.38,213
"2026-05-23T17:10:40.000Z",0.28,1.11,1.12,2.71,0.38,211
"2026-05-23T17:11:00.000Z",0.38,2.61,0.96,0.52,0.33,181
"2026-05-23T17:11:20.000Z",0.17,1.83,0.84,1.12,0.24,159
"2026-05-23T17:11:40.000Z",0.18,3.03,0.94,0.34,0.23,178
"2026-05-23T17:12:00.000Z",0.33,1.2,0.93,1.95,0.25,176
"2026-05-23T17:12:20.000Z",0.26,1.15,0.83,1.72,0.18,156
"2026-05-23T17:12:40.000Z",0.26,0.69,0.88,2.42,0.16,167
"2026-05-23T17:13:00.000Z",0.37,0.53,0.9,2.5,0.21,170
"2026-05-23T17:13:20.000Z",0.26,0.25,0.82,2.57,0.23,155
"2026-05-23T17:13:40.000Z",0.31,0.26,0.89,2.76,0.25,169
"2026-05-23T17:14:00.000Z",0.25,1.56,1.02,2,0.27,192
"2026-05-23T17:14:20.000Z",0.28,0.56,0.85,2.36,0.2,161
"2026-05-23T17:14:40.000Z",0.33,0.39,0.85,2.45,0.24,161
"2026-05-23T17:15:00.000Z",0.36,2.15,0.98,1.18,0.23,185
"2026-05-23T17:15:20.000Z",0.5,0.76,1.12,2.58,0.63,211
"2026-05-23T17:15:40.000Z",0.43,3.25,1.09,0.48,0.22,206
"2026-05-23T17:16:00.000Z",0.21,1.36,0.96,1.98,0.3,181
"2026-05-23T17:16:20.000Z",0.17,1.23,0.96,2.26,0.16,180
"2026-05-23T17:16:40.000Z",0.22,1.97,0.9,1.18,0.26,171
"2026-05-23T17:17:00.000Z",0.23,1,0.97,2.38,0.28,183
"2026-05-23T17:17:20.000Z",0.16,2.24,0.88,0.94,0.19,166
"2026-05-23T17:17:40.000Z",0.21,0.58,0.9,2.63,0.17,169
"2026-05-23T17:18:00.000Z",0.28,1.81,0.91,1.39,0.15,171
"2026-05-23T17:18:20.000Z",0.25,2.77,0.96,0.63,0.18,181
"2026-05-23T17:18:40.000Z",0.21,1.79,0.94,1.61,0.15,177
"2026-05-23T17:19:00.000Z",0.24,0.48,1.12,3.58,0.18,211
"2026-05-23T17:19:20.000Z",0.22,1.84,0.95,1.59,0.14,179
"2026-05-23T17:19:40.000Z",0.16,1.6,0.85,1.44,0.21,160
"2026-05-23T17:20:00.000Z",0.26,0.46,0.93,2.81,0.19,175
"2026-05-23T17:20:20.000Z",0.64,0.41,1.1,3.01,0.36,208
"2026-05-23T17:20:40.000Z",0.36,1.51,1.22,2.77,0.25,230
"2026-05-23T17:21:00.000Z",0.38,2.99,1,0.36,0.27,189
"2026-05-23T17:21:20.000Z",0.3,2.07,0.87,0.87,0.26,165
"2026-05-23T17:21:40.000Z",0.33,2.34,0.89,0.74,0.18,169
"2026-05-23T17:22:00.000Z",0.39,2.73,0.95,0.4,0.27,178
"2026-05-23T17:22:20.000Z",0.29,2.42,0.84,0.48,0.19,159
"2026-05-23T17:22:40.000Z",0.24,3.05,0.96,0.37,0.17,181
"2026-05-23T17:23:00.000Z",0.27,2.85,0.95,0.36,0.32,179
"2026-05-23T17:23:20.000Z",0.22,1.5,0.85,1.49,0.21,161
"2026-05-23T17:23:40.000Z",0.23,2.78,0.91,0.42,0.21,172
"2026-05-23T17:24:00.000Z",0.48,2.66,1.55,1.81,1.27,293
"2026-05-23T17:24:20.000Z",1.44,3.08,2.28,3.68,0.92,429
"2026-05-23T17:24:40.000Z",0.31,0.83,0.93,2.23,0.33,175
"2026-05-23T17:25:00.000Z",0.35,1.95,0.97,1.19,0.37,182
"2026-05-23T17:25:20.000Z",6.71,2.72,4.87,2.48,7.56,915
"2026-05-23T17:25:40.000Z",31.31,31.83,37.44,38.35,48.27,7039
"2026-05-23T17:26:00.000Z",7.06,3.48,4.61,1.31,6.6,867
"2026-05-23T17:26:20.000Z",4.2,2.73,3.42,1.26,5.48,643
"2026-05-23T17:26:40.000Z",3.61,11.58,6.03,3.58,5.37,1135
"2026-05-23T17:27:00.000Z",5.54,3.23,4.21,2.75,5.32,792
"2026-05-23T17:27:20.000Z",1.72,2.32,2.17,2.43,2.22,409
"2026-05-23T17:27:40.000Z",11.75,12.45,11.55,2.49,19.52,2172
"2026-05-23T17:28:00.000Z",4.36,0.66,2.56,0.69,4.54,482
"2026-05-23T17:28:20.000Z",2.5,1.69,2.23,0.74,3.98,419
"2026-05-23T17:28:40.000Z",2.86,6.87,4,2.61,3.66,753
"2026-05-23T17:29:00.000Z",3.03,2.2,2.4,1.71,2.68,452
"2026-05-23T17:29:20.000Z",2.18,2.7,2.05,1.41,1.93,386
"2026-05-23T17:29:40.000Z",6.01,9.55,6.08,3.57,5.2,1144
"2026-05-23T17:30:00.000Z",1.62,2.26,2.16,3.06,1.71,407
"2026-05-23T17:30:20.000Z",1.93,2.24,2.3,2.84,2.19,432
"2026-05-23T17:30:40.000Z",2.34,4.66,3.38,3.27,3.24,635
"2026-05-23T17:31:00.000Z",0.76,3.27,2.04,3.14,1,384
