"Time","Usage for 2","Usage for 0","Usage for esxidr.hbmsolutions.mt","Usage for 1","Usage for 3","Usage in MHz for esxidr.hbmsolutions.mt"
"2026-05-23T16:31:20.000Z",0.43,2.62,0.92,0.37,0.27,174
"2026-05-23T16:31:40.000Z",0.34,0.45,0.9,2.48,0.33,169
"2026-05-23T16:32:00.000Z",0.46,2.8,1.02,0.45,0.37,192
"2026-05-23T16:32:20.000Z",0.31,2.65,0.86,0.21,0.26,161
"2026-05-23T16:32:40.000Z",0.32,2.72,0.91,0.3,0.31,172
"2026-05-23T16:33:00.000Z",0.37,1.61,0.99,1.59,0.38,186
"2026-05-23T16:33:20.000Z",0.34,1.24,0.87,1.64,0.26,164
"2026-05-23T16:33:40.000Z",0.19,1.19,1.12,2.71,0.38,210
"2026-05-23T16:34:00.000Z",0.36,0.36,0.95,2.77,0.31,179
"2026-05-23T16:34:20.000Z",0.2,0.88,0.9,2.11,0.43,170
"2026-05-23T16:34:40.000Z",0.17,3.03,0.95,0.19,0.41,179
"2026-05-23T16:35:00.000Z",0.51,2.26,1,0.81,0.43,189
"2026-05-23T16:35:20.000Z",0.48,2.53,1.06,0.62,0.62,200
"2026-05-23T16:35:40.000Z",0.31,3.01,1.08,0.72,0.29,204
"2026-05-23T16:36:00.000Z",0.37,2.32,1.11,1.42,0.33,209
"2026-05-23T16:36:20.000Z",0.18,0.27,0.95,3.06,0.31,180
"2026-05-23T16:36:40.000Z",0.26,1.77,0.92,1.33,0.31,173
"2026-05-23T16:37:00.000Z",0.36,2.85,0.99,0.38,0.4,187
"2026-05-23T16:37:20.000Z",0.25,2.68,0.86,0.3,0.2,161
"2026-05-23T16:37:40.000Z",0.22,0.94,0.92,2.25,0.27,173
"2026-05-23T16:38:00.000Z",0.3,1.71,0.94,1.46,0.29,177
"2026-05-23T16:38:20.000Z",0.25,3.2,1.01,0.33,0.24,190
"2026-05-23T16:38:40.000Z",0.26,1.16,0.95,2.2,0.19,180
"2026-05-23T16:39:00.000Z",0.46,1.9,1.42,2.47,0.84,267
"2026-05-23T16:39:20.000Z",0.22,1.97,0.88,1.11,0.23,167
"2026-05-23T16:39:40.000Z",0.25,2.04,0.89,1,0.25,167
"2026-05-23T16:40:00.000Z",0.27,3.12,1.02,0.35,0.34,193
"2026-05-23T16:40:20.000Z",0.5,2.49,1.23,1.29,0.63,231
"2026-05-23T16:40:40.000Z",0.15,1.22,1.13,2.91,0.25,213
"2026-05-23T16:41:00.000Z",0.18,1.07,0.95,2.25,0.29,178
"2026-05-23T16:41:20.000Z",0.21,2.49,0.86,0.63,0.09,161
"2026-05-23T16:41:40.000Z",0.22,0.67,0.93,2.58,0.23,175
"2026-05-23T16:42:00.000Z",0.2,1.8,0.98,1.67,0.26,185
"2026-05-23T16:42:20.000Z",0.23,2.88,0.87,0.3,0.08,165
"2026-05-23T16:42:40.000Z",0.21,0.45,0.89,2.72,0.17,167
"2026-05-23T16:43:00.000Z",0.25,1.31,0.9,1.88,0.15,169
"2026-05-23T16:43:20.000Z",0.23,1.23,0.9,2,0.13,170
"2026-05-23T16:43:40.000Z",0.21,2.65,0.83,0.37,0.11,157
"2026-05-23T16:44:00.000Z",0.2,3.12,0.99,0.46,0.21,187
"2026-05-23T16:44:20.000Z",0.15,0.49,0.87,2.67,0.17,164
"2026-05-23T16:44:40.000Z",0.13,1.79,0.86,1.3,0.21,162
"2026-05-23T16:45:00.000Z",0.25,1.64,0.96,1.66,0.27,180
"2026-05-23T16:45:20.000Z",0.26,1.58,1.22,2.41,0.63,230
"2026-05-23T16:45:40.000Z",0.49,2.39,1.16,1.5,0.24,218
"2026-05-23T16:46:00.000Z",0.14,2.6,1.02,0.99,0.34,191
"2026-05-23T16:46:20.000Z",0.13,2.71,0.93,0.63,0.25,175
"2026-05-23T16:46:40.000Z",0.26,2.99,0.94,0.27,0.25,178
"2026-05-23T16:47:00.000Z",0.16,2.38,0.94,0.91,0.31,177
"2026-05-23T16:47:20.000Z",0.18,2.41,0.85,0.56,0.24,160
"2026-05-23T16:47:40.000Z",0.08,2.78,0.91,0.49,0.31,172
"2026-05-23T16:48:00.000Z",0.22,2.81,1.03,0.79,0.3,194
"2026-05-23T16:48:20.000Z",0.18,2.62,0.9,0.65,0.17,170
"2026-05-23T16:48:40.000Z",0.17,2.06,0.85,1,0.18,160
"2026-05-23T16:49:00.000Z",0.2,1.33,0.89,1.78,0.26,168
"2026-05-23T16:49:20.000Z",0.14,2.47,0.94,0.9,0.24,177
"2026-05-23T16:49:40.000Z",0.15,1.83,0.86,1.26,0.19,162
"2026-05-23T16:50:00.000Z",0.26,1.69,0.97,1.69,0.24,183
"2026-05-23T16:50:20.000Z",0.67,0.6,1.14,0.54,2.73,214
"2026-05-23T16:50:40.000Z",2.39,0.2,1.28,0.26,2.25,240
"2026-05-23T16:51:00.000Z",0.4,0.2,0.99,0.4,2.97,187
"2026-05-23T16:51:20.000Z",1.97,0.22,1.02,0.2,1.68,192
"2026-05-23T16:51:40.000Z",1.24,0.25,0.93,0.3,1.91,174
"2026-05-23T16:52:00.000Z",1.6,0.24,0.96,0.32,1.69,181
"2026-05-23T16:52:20.000Z",2.72,0.22,0.87,0.21,0.33,164
"2026-05-23T16:52:40.000Z",0.98,0.18,0.99,0.26,2.56,187
"2026-05-23T16:53:00.000Z",0.48,0.26,1.01,0.22,3.09,191
"2026-05-23T16:53:20.000Z",0.28,0.16,0.84,0.32,2.59,158
"2026-05-23T16:53:40.000Z",0.3,0.2,0.89,0.26,2.81,168
"2026-05-23T16:54:00.000Z",0.54,0.23,1.03,0.25,3.1,194
"2026-05-23T16:54:20.000Z",0.3,0.24,1.08,0.2,3.59,204
"2026-05-23T16:54:40.000Z",0.47,0.25,0.87,0.23,2.53,164
"2026-05-23T16:55:00.000Z",0.36,0.34,0.95,0.25,2.84,179
"2026-05-23T16:55:20.000Z",0.35,0.68,1.15,0.56,3.01,217
"2026-05-23T16:55:40.000Z",0.34,0.25,1.08,0.61,3.13,204
"2026-05-23T16:56:00.000Z",3.08,0.41,1.04,0.3,0.39,197
"2026-05-23T16:56:20.000Z",2.86,0.24,0.91,0.31,0.24,171
"2026-05-23T16:56:40.000Z",1.08,0.32,0.91,0.33,1.92,172
"2026-05-23T16:57:00.000Z",0.56,0.29,0.98,0.4,2.69,186
"2026-05-23T16:57:20.000Z",0.3,0.22,0.9,0.32,2.76,169
"2026-05-23T16:57:40.000Z",0.35,0.27,0.88,0.21,2.68,165
"2026-05-23T16:58:00.000Z",1.21,0.28,0.91,0.15,1.98,171
"2026-05-23T16:58:20.000Z",2.4,0.21,0.9,0.12,0.87,169
"2026-05-23T16:58:40.000Z",0.9,0.21,1.04,0.12,2.93,196
"2026-05-23T16:59:00.000Z",2.84,0.34,1.03,0.15,0.78,193
"2026-05-23T16:59:20.000Z",2.63,0.24,0.99,0.22,0.86,186
"2026-05-23T16:59:40.000Z",1.77,0.28,0.95,0.26,1.5,180
