"Time","Usage for esxilocal.hbmsolutions.mt","Usage for 0","Usage for 2","Usage for 1","Usage for 3","Usage in MHz for esxilocal.hbmsolutions.mt"
"2026-05-22T17:24:00.000Z",14.55,3.52,15.03,25.62,14.04,2736
"2026-05-22T17:24:20.000Z",13.93,21.38,12.32,7.78,14.23,2618
"2026-05-22T17:24:40.000Z",11.79,16.73,13.11,4.46,12.87,2217
"2026-05-22T17:25:00.000Z",17.02,38.45,12.13,4.87,12.62,3199
"2026-05-22T17:25:20.000Z",11.04,9.78,15.51,3.89,15,2076
"2026-05-22T17:25:40.000Z",11.99,11.19,14.18,8.02,14.57,2255
"2026-05-22T17:26:00.000Z",11.89,17.06,11.37,4.21,14.93,2236
"2026-05-22T17:26:20.000Z",15.34,3.43,15.6,30.66,11.67,2884
"2026-05-22T17:26:40.000Z",12.33,7.78,15.72,12.47,13.36,2319
"2026-05-22T17:27:00.000Z",15.28,7.05,16.1,23.27,14.7,2873
"2026-05-22T17:27:20.000Z",11.85,8.62,11.92,12.76,14.09,2228
"2026-05-22T17:27:40.000Z",13.21,14.24,6.03,13.84,18.74,2484
"2026-05-22T17:28:00.000Z",10.36,10.5,9.18,13.67,8.07,1948
"2026-05-22T17:28:20.000Z",12.78,11.21,18.37,12.75,8.81,2404
"2026-05-22T17:28:40.000Z",14.08,17.15,13.75,18.32,7.1,2647
"2026-05-22T17:29:00.000Z",16.74,12.69,33.16,16.5,4.6,3147
"2026-05-22T17:29:20.000Z",15.47,9.41,30.79,14.47,7.19,2908
"2026-05-22T17:29:40.000Z",12.98,15.17,6.68,13.06,17.03,2441
"2026-05-22T17:30:00.000Z",16.1,14.42,17.69,15.29,16.99,3027
"2026-05-22T17:30:20.000Z",12.82,11.62,11.94,17.13,10.59,2411
"2026-05-22T17:30:40.000Z",15.3,14.56,6.25,17.15,23.23,2876
"2026-05-22T17:31:00.000Z",13.97,11.29,18.45,14.91,11.22,2627
"2026-05-22T17:31:20.000Z",11.13,13.08,13.2,11,7.23,2093
"2026-05-22T17:31:40.000Z",14.3,17.47,10.75,15.37,13.62,2690
"2026-05-22T17:32:00.000Z",18.92,12.69,19,15.51,28.46,3557
"2026-05-22T17:32:20.000Z",14.85,12.64,19.21,17.52,10.02,2792
"2026-05-22T17:32:40.000Z",16.57,13.78,37.06,11.72,3.69,3115
"2026-05-22T17:33:00.000Z",18.82,13.14,39.01,18.09,5.04,3539
"2026-05-22T17:33:20.000Z",15.94,8.25,9.86,22.41,23.25,2998
"2026-05-22T17:33:40.000Z",13.45,3.75,14.07,22.39,13.57,2528
"2026-05-22T17:34:00.000Z",11.18,7.45,13.97,11.79,11.51,2102
"2026-05-22T17:34:20.000Z",11.63,4.85,13.09,18.37,10.22,2187
"2026-05-22T17:34:40.000Z",12.9,23.08,8.22,10.05,10.26,2426
"2026-05-22T17:35:00.000Z",14.27,14.83,8.25,11.6,22.41,2683
"2026-05-22T17:35:20.000Z",9.93,13.37,5.02,12.58,8.77,1868
"2026-05-22T17:35:40.000Z",15.98,13.82,31.68,13.25,5.16,3004
"2026-05-22T17:36:00.000Z",13.26,13.04,8.16,13.73,18.11,2493
"2026-05-22T17:36:20.000Z",13.36,12.41,8.36,13.46,19.21,2512
"2026-05-22T17:36:40.000Z",11.84,12.47,11.07,13.12,10.72,2227
"2026-05-22T17:37:00.000Z",16.56,14.23,32.1,15.63,4.29,3114
"2026-05-22T17:37:20.000Z",15.91,13.06,15.92,14.33,20.31,2991
"2026-05-22T17:37:40.000Z",18.57,18.36,34.21,15.85,5.87,3492
"2026-05-22T17:38:00.000Z",14.72,13.88,19.31,16,9.69,2768
"2026-05-22T17:38:20.000Z",10.82,14.04,4.16,14.23,10.88,2035
"2026-05-22T17:38:40.000Z",10.57,16.06,7.79,9.96,8.48,1988
"2026-05-22T17:39:00.000Z",11.71,17.02,6.46,17.04,6.32,2202
