"Time","Active for esxilocal.hbmsolutions.mt","Swap consumed for esxilocal.hbmsolutions.mt","Granted for esxilocal.hbmsolutions.mt","Shared common for esxilocal.hbmsolutions.mt","Ballooned memory for esxilocal.hbmsolutions.mt","Host consumed % for esxilocal.hbmsolutions.mt","Consumed for esxilocal.hbmsolutions.mt"
"2026-05-16T14:07:20.000Z",4232688,2575692,8286544,52636,0,91.22,9564716
"2026-05-16T14:07:40.000Z",4053952,2572832,8303948,53016,0,91.31,9573596
"2026-05-16T14:08:00.000Z",4054132,2570016,8309424,53592,0,91.31,9573912
"2026-05-16T14:08:20.000Z",4055692,2568660,8315036,54264,0,91.33,9575856
"2026-05-16T14:08:40.000Z",3971804,2566528,8319832,54040,0,91.36,9579420
"2026-05-16T14:09:00.000Z",3971804,2559400,8336200,53360,0,91.54,9598396
"2026-05-16T14:09:20.000Z",3958576,2557512,8340036,53356,0,91.54,9597716
"2026-05-16T14:09:40.000Z",4189264,2566700,8341496,53844,0,91.48,9591452
"2026-05-16T14:10:00.000Z",4189872,2563612,8347668,53656,0,91.56,9600708
"2026-05-16T14:10:20.000Z",4174128,2584376,8353048,53424,0,91.52,9596220
"2026-05-16T14:10:40.000Z",3901452,2575728,8367720,53344,0,91.67,9611964
"2026-05-16T14:11:00.000Z",3901560,2574400,8370060,53904,0,91.62,9607016
"2026-05-16T14:11:20.000Z",3991640,2571540,8374892,54132,0,91.66,9610852
"2026-05-16T14:11:40.000Z",4629236,2598568,8374020,54300,0,91.56,9600352
"2026-05-16T14:12:00.000Z",4630596,2596924,8377180,54536,0,91.64,9608832
"2026-05-16T14:12:20.000Z",4624448,2595164,8381656,53800,0,91.73,9617652
"2026-05-16T14:12:40.000Z",4215420,2535440,8451040,44256,0,92.55,9704424
"2026-05-16T14:13:00.000Z",4215580,2528408,8462864,43740,0,92.63,9712676
"2026-05-16T14:13:20.000Z",4328256,2505492,8471372,42024,0,92.78,9728432
"2026-05-16T14:13:40.000Z",4810600,2503440,8451256,41892,0,92.71,9721364
"2026-05-16T14:14:00.000Z",4810600,2509892,8431624,42616,0,92.53,9701552
"2026-05-16T14:14:20.000Z",4722200,2506396,8357036,42196,0,91.81,9626124
"2026-05-16T14:14:40.000Z",4670280,2479264,8383240,42340,0,92.07,9654300
"2026-05-16T14:15:00.000Z",4712308,2476248,8392760,42072,0,92.13,9659900
"2026-05-16T14:15:20.000Z",4731708,2452780,8422248,42228,0,92.4,9688824
"2026-05-16T14:15:40.000Z",4732012,2442560,8436856,40088,0,92.55,9704100
"2026-05-16T14:16:00.000Z",5056796,2441296,8439392,40376,0,92.56,9705200
"2026-05-16T14:16:20.000Z",5037132,2355136,8543232,37120,0,93.58,9812580
"2026-05-16T14:16:40.000Z",5002756,2346556,8560768,36680,0,93.89,9845136
"2026-05-16T14:17:00.000Z",5497280,2311248,8578244,35808,0,94.04,9860848
"2026-05-16T14:17:20.000Z",5497932,2320068,8499056,35464,0,93.5,9803956
"2026-05-16T14:17:40.000Z",5500268,2321556,8467404,35292,0,93.28,9780744
"2026-05-16T14:18:00.000Z",5447232,2319212,8479632,35288,0,93.31,9783468
"2026-05-16T14:18:20.000Z",5448444,2316732,8490292,35360,0,93.37,9789912
"2026-05-16T14:18:40.000Z",5448484,2330232,8392880,35676,0,92.71,9720960
"2026-05-16T14:19:00.000Z",5039544,2329192,8395460,36448,0,92.71,9720384
"2026-05-16T14:19:20.000Z",5006256,2325812,8409232,36692,0,92.82,9732516
"2026-05-16T14:19:40.000Z",4912316,2323268,8413260,37072,0,92.84,9734696
"2026-05-16T14:20:00.000Z",5300908,2333256,8368268,37128,0,92.5,9699044
"2026-05-16T14:20:20.000Z",5302388,2332952,8370956,37420,0,92.55,9704444
"2026-05-16T14:20:40.000Z",5259536,2339320,8340188,37852,0,92.31,9679052
"2026-05-16T14:21:00.000Z",5018372,2300684,8385244,37332,0,92.89,9740128
"2026-05-16T14:21:20.000Z",5020968,2298292,8398616,35736,0,92.93,9744120
"2026-05-16T14:21:40.000Z",5008712,2298160,8393872,36804,0,92.8,9730588
"2026-05-16T14:22:00.000Z",5133388,2297996,8389800,36728,0,92.75,9724956
"2026-05-16T14:22:20.000Z",5175044,2297256,8387756,36604,0,92.75,9725352
"2026-05-16T14:22:40.000Z",5185044,2306340,8363748,36404,0,92.57,9706240
"2026-05-16T14:23:00.000Z",5175284,2263116,8426184,34728,0,93.38,9791568
"2026-05-16T14:23:20.000Z",5142164,2178848,8410052,34616,0,93.63,9816848
"2026-05-16T14:23:40.000Z",5111072,2177136,8414904,34252,0,93.69,9823468
"2026-05-16T14:24:00.000Z",5098484,2167028,8433632,33864,0,93.83,9838152
"2026-05-16T14:24:20.000Z",5987544,2161240,8388456,29136,0,94.14,9870668
"2026-05-16T14:24:40.000Z",5976656,2177072,8370552,29068,0,93.78,9832736
"2026-05-16T14:25:00.000Z",5976672,2173968,8375960,29144,0,93.82,9837076
"2026-05-16T14:25:20.000Z",6375860,2189228,8346996,28740,0,93.65,9819600
"2026-05-16T14:25:40.000Z",6489336,2190056,8256932,26996,0,93.03,9754212
"2026-05-16T14:26:00.000Z",6490484,2188700,8254300,27280,0,93.02,9753616
"2026-05-16T14:26:20.000Z",6216412,2186832,8280136,27236,0,93.16,9768256
"2026-05-16T14:26:40.000Z",6204640,2189340,8283504,27132,0,93.2,9771872
"2026-05-16T14:27:00.000Z",6204276,2188572,8292012,28060,0,93.23,9775712
"2026-05-16T14:27:20.000Z",6169308,2189520,8295260,27932,0,93.26,9778288
"2026-05-16T14:27:40.000Z",5877988,2187868,8305364,28080,0,93.28,9780652
"2026-05-16T14:28:00.000Z",5878216,2186664,8310896,28384,0,93.32,9784736
"2026-05-16T14:28:20.000Z",5905640,2190984,8277720,28900,0,93.07,9758576
"2026-05-16T14:28:40.000Z",5894252,2186404,8282484,28620,0,93.14,9765716
"2026-05-16T14:29:00.000Z",5894256,2186200,8289732,29228,0,93.16,9767908
"2026-05-16T14:29:20.000Z",5841540,2185352,8297608,29316,0,93.22,9774864
"2026-05-16T14:29:40.000Z",5506048,2185184,8298852,29920,0,93.2,9772232
"2026-05-16T14:30:00.000Z",5506048,2185036,8301920,30316,0,93.2,9772760
"2026-05-16T14:30:20.000Z",5443768,2184012,8309352,30524,0,93.25,9777616
"2026-05-16T14:30:40.000Z",5254948,2182480,8314924,31084,0,93.3,9782280
"2026-05-16T14:31:00.000Z",5254948,2182144,8316812,31212,0,93.27,9779240
"2026-05-16T14:31:20.000Z",5212556,2180748,8322200,31376,0,93.36,9789432
"2026-05-16T14:31:40.000Z",5170376,2175128,8335192,30536,0,93.45,9798608
"2026-05-16T14:32:00.000Z",5107488,2173576,8342244,30592,0,93.44,9797200
"2026-05-16T14:32:20.000Z",5088884,2170632,8358304,29676,0,93.64,9818756
"2026-05-16T14:32:40.000Z",5088500,2168272,8364600,29312,0,93.73,9827696
"2026-05-16T14:33:00.000Z",4963136,2170608,8349868,29720,0,93.55,9808860
"2026-05-16T14:33:20.000Z",4993240,2169380,8353356,29880,0,93.55,9809408
"2026-05-16T14:33:40.000Z",4982732,2168908,8357984,30168,0,93.62,9815876
"2026-05-16T14:34:00.000Z",4919700,2168624,8354192,30444,0,93.59,9812948
"2026-05-16T14:34:20.000Z",4959336,2216112,8353384,30576,0,93.37,9790056
"2026-05-16T14:34:40.000Z",4979668,2215400,8315536,31332,0,93.17,9769220
"2026-05-16T14:35:00.000Z",4979740,2213688,8314552,31620,0,93.14,9765852
"2026-05-16T14:35:20.000Z",4865896,2208908,8318404,31656,0,93.18,9769744
"2026-05-16T14:35:40.000Z",4938808,2206996,8330340,31608,0,93.32,9784680
"2026-05-16T14:36:00.000Z",4939324,2206036,8340052,31812,0,93.42,9795744
"2026-05-16T14:36:20.000Z",5158608,2215672,8315892,31812,0,93.18,9770404
"2026-05-16T14:36:40.000Z",5230928,2214920,8330360,32048,0,93.23,9775736
"2026-05-16T14:37:00.000Z",5231252,2214232,8334288,32912,0,93.22,9774096
"2026-05-16T14:37:20.000Z",5285740,2220124,8313208,33144,0,93.02,9753028
"2026-05-16T14:37:40.000Z",5213836,2219348,8317376,33456,0,93.08,9759232
"2026-05-16T14:38:00.000Z",5213288,2218300,8339072,33616,0,93.21,9773000
"2026-05-16T14:38:20.000Z",4903272,2234220,8273560,34196,0,92.74,9723840
"2026-05-16T14:38:40.000Z",4829512,2230700,8286224,34552,0,92.81,9731644
"2026-05-16T14:39:00.000Z",4830128,2227548,8298592,34724,0,92.98,9749348
"2026-05-16T14:39:20.000Z",4825128,2223208,8314432,35356,0,92.99,9750496
"2026-05-16T14:39:40.000Z",4815716,2218792,8335836,35456,0,93.19,9770764
"2026-05-16T14:40:00.000Z",4815772,2218296,8338052,36120,0,93.13,9764932
"2026-05-16T14:40:20.000Z",4877560,2217464,8340216,36744,0,93.14,9766188
"2026-05-16T14:40:40.000Z",4783876,2216404,8343728,36672,0,93.15,9767164
"2026-05-16T14:41:00.000Z",4783876,2215720,8345732,37276,0,93.22,9774684
"2026-05-16T14:41:20.000Z",4725732,2214808,8349060,37880,0,93.27,9779948
"2026-05-16T14:41:40.000Z",4462372,2214420,8350968,37960,0,93.13,9764640
"2026-05-16T14:42:00.000Z",4463040,2213772,8355560,38232,0,93.13,9765276
"2026-05-16T14:42:20.000Z",4443604,2212828,8364284,37852,0,93.27,9780032
"2026-05-16T14:42:40.000Z",4644896,2261408,8397952,36072,0,93.43,9796188
"2026-05-16T14:43:00.000Z",4645188,2256496,8406604,36752,0,93.59,9813248
"2026-05-16T14:43:20.000Z",4652620,2258972,8403460,36740,0,93.7,9824568
"2026-05-16T14:43:40.000Z",4800196,2258580,8401172,34936,0,93.59,9812932
"2026-05-16T14:44:00.000Z",4800676,2255144,8407796,33008,0,93.62,9815860
"2026-05-16T14:44:20.000Z",4811876,2250840,8418588,32992,0,93.82,9837644
"2026-05-16T14:44:40.000Z",5283296,2410936,8327400,32648,0,92.91,9741992
"2026-05-16T14:45:00.000Z",5283380,2407124,8339856,32392,0,92.79,9729140
"2026-05-16T14:45:20.000Z",5265636,2410872,8320968,32516,0,92.61,9710152
"2026-05-16T14:45:40.000Z",5820652,2404236,8293356,30948,0,92.48,9696664
"2026-05-16T14:46:00.000Z",5820536,2402592,8297804,31344,0,92.49,9698012
"2026-05-16T14:46:20.000Z",5911128,2392888,8317176,31172,0,92.74,9723948
"2026-05-16T14:46:40.000Z",6067520,2400116,8253692,30748,0,92.39,9687500
"2026-05-16T14:47:00.000Z",6068476,2364228,8299616,29028,0,92.93,9743808
"2026-05-16T14:47:20.000Z",6052796,2320220,8351772,25936,0,93.5,9803256
"2026-05-16T14:47:40.000Z",6093828,2318088,8355292,26740,0,93.5,9803796
"2026-05-16T14:48:00.000Z",6599416,2327376,8336752,26900,0,93.45,9798852
"2026-05-16T14:48:20.000Z",6609940,2315904,8355416,25904,0,93.65,9819100
"2026-05-16T14:48:40.000Z",6630152,2321832,8334824,26092,0,93.52,9805572
"2026-05-16T14:49:00.000Z",6819760,2323404,8330360,26420,0,93.46,9799996
"2026-05-16T14:49:20.000Z",6819052,2325948,8327736,26256,0,93.46,9799524
"2026-05-16T14:49:40.000Z",6796460,2334872,8284748,26052,0,93.16,9767940
"2026-05-16T14:50:00.000Z",6671092,2333428,8290308,25908,0,93.12,9763912
"2026-05-16T14:50:20.000Z",6673448,2332072,8296516,25808,0,93.24,9776436
"2026-05-16T14:50:40.000Z",6535884,2335416,8287812,25668,0,93.17,9768736
"2026-05-16T14:51:00.000Z",6474140,2334512,8291032,25616,0,93.19,9771724
"2026-05-16T14:51:20.000Z",6465360,2345572,8293636,26184,0,93.23,9775548
"2026-05-16T14:51:40.000Z",6475976,2348148,8293524,25812,0,93.24,9776280
"2026-05-16T14:52:00.000Z",6161784,2347204,8299276,26308,0,93.28,9780188
"2026-05-16T14:52:20.000Z",6164632,2346548,8301372,26912,0,93.24,9775952
"2026-05-16T14:52:40.000Z",6149796,2357524,8293760,27212,0,93.02,9753344
"2026-05-16T14:53:00.000Z",5900036,2356400,8296100,27936,0,93.02,9753864
"2026-05-16T14:53:20.000Z",5893556,2355420,8299320,29308,0,93.12,9764376
"2026-05-16T14:53:40.000Z",5914028,2383232,8302556,28664,0,92.99,9750724
"2026-05-16T14:54:00.000Z",5839564,2268604,8370704,27140,0,94.05,9861904
"2026-05-16T14:54:20.000Z",6068464,2120616,8281016,28156,0,93.87,9842740
"2026-05-16T14:54:40.000Z",6248848,2050268,8213080,28180,0,93.63,9816888
"2026-05-16T14:55:00.000Z",6289932,2051804,8172160,26868,0,93.53,9806780
"2026-05-16T14:55:20.000Z",6291888,2046292,8175544,23524,0,93.43,9796200
"2026-05-16T14:55:40.000Z",6387976,2044164,8131688,24164,0,93.2,9772240
"2026-05-16T14:56:00.000Z",6461736,2040640,8094288,23940,0,92.85,9735432
"2026-05-16T14:56:20.000Z",6461616,2040044,8076984,23916,0,92.95,9746440
"2026-05-16T14:56:40.000Z",6655092,2042912,8075028,23116,0,93.06,9757100
"2026-05-16T14:57:00.000Z",6750640,2037836,8075464,22360,0,92.75,9724844
"2026-05-16T14:57:20.000Z",6748532,2049716,8092072,20292,0,92.85,9735472
"2026-05-16T14:57:40.000Z",6672560,2057128,8097180,20056,0,92.77,9727588
"2026-05-16T14:58:00.000Z",6786972,2040144,8146800,19488,0,93.15,9766928
"2026-05-16T14:58:20.000Z",6785840,2030976,8128272,19680,0,93.36,9788800
"2026-05-16T14:58:40.000Z",6799016,2030700,8101600,19196,0,93.33,9786380
"2026-05-16T14:59:00.000Z",6493912,2035564,8001412,19652,0,92.7,9720248
"2026-05-16T14:59:20.000Z",6480976,2030504,8047808,19952,0,92.98,9749296
"2026-05-16T14:59:40.000Z",6460044,2029344,8072904,19308,0,93.18,9769880
