"Time","Active for esxilocal.hbmsolutions.mt","Swap consumed for esxilocal.hbmsolutions.mt","Granted for esxilocal.hbmsolutions.mt","Shared common for esxilocal.hbmsolutions.mt","Ballooned memory for esxilocal.hbmsolutions.mt","Host consumed % for esxilocal.hbmsolutions.mt","Consumed for esxilocal.hbmsolutions.mt"
"2026-05-17T19:52:20.000Z",4882652,2510628,8135880,30888,0,90.89,9529568
"2026-05-17T19:52:40.000Z",4883016,2509384,8138700,31060,0,90.87,9527744
"2026-05-17T19:53:00.000Z",4548772,2508740,8140532,31648,0,90.91,9532280
"2026-05-17T19:53:20.000Z",4548772,2507840,8143360,31764,0,90.93,9534196
"2026-05-17T19:53:40.000Z",4559576,2504388,8148568,31956,0,90.9,9531636
"2026-05-17T19:54:00.000Z",4589784,2492056,8168312,32372,0,91.11,9553140
"2026-05-17T19:54:20.000Z",4463956,2485616,8182912,32556,0,91.22,9564380
"2026-05-17T19:54:40.000Z",4537356,2479024,8196564,32712,0,91.32,9575544
"2026-05-17T19:55:00.000Z",4696296,2475016,8203676,32488,0,91.29,9572400
"2026-05-17T19:55:20.000Z",4507572,2469600,8217656,32392,0,91.41,9584724
"2026-05-17T19:55:40.000Z",4507572,2468908,8219780,32964,0,91.41,9584504
"2026-05-17T19:56:00.000Z",4505864,2440904,8250992,32568,0,91.75,9620004
"2026-05-17T19:56:20.000Z",4631164,2425992,8274396,32892,0,91.88,9633392
"2026-05-17T19:56:40.000Z",4777740,2392580,8310076,34000,0,92.23,9670984
"2026-05-17T19:57:00.000Z",4755348,2390948,8312572,34168,0,92.25,9672188
"2026-05-17T19:57:20.000Z",4733956,2381952,8334816,34244,0,92.34,9682148
"2026-05-17T19:57:40.000Z",4631120,2379980,8339180,34844,0,92.37,9685228
"2026-05-17T19:58:00.000Z",4669516,2356032,8367180,34952,0,92.66,9716132
"2026-05-17T19:58:20.000Z",4732288,2415592,8514224,33600,0,93.43,9796820
"2026-05-17T19:58:40.000Z",4732288,2413500,8518440,34276,0,93.5,9804096
"2026-05-17T19:59:00.000Z",4950644,2413824,8456200,34324,0,93.1,9761672
"2026-05-17T19:59:20.000Z",4929724,2411832,8460632,34348,0,93.13,9765308
"2026-05-17T19:59:40.000Z",4866808,2410880,8444636,34088,0,93.01,9752220
"2026-05-17T20:00:00.000Z",4915924,2409724,8444836,33996,0,92.92,9742448
"2026-05-17T20:00:20.000Z",5167612,2370940,8378820,32332,0,92.95,9745764
"2026-05-17T20:00:40.000Z",5545152,2366392,8401680,32376,0,93.05,9756080
"2026-05-17T20:01:00.000Z",5577284,2361624,8419736,32728,0,93.21,9773176
"2026-05-17T20:01:20.000Z",5576800,2354160,8359240,32628,0,92.81,9731580
"2026-05-17T20:01:40.000Z",5576652,2351144,8365544,33704,0,92.86,9736112
"2026-05-17T20:02:00.000Z",5388072,2348048,8362296,33104,0,92.86,9736760
"2026-05-17T20:02:20.000Z",5294652,2345292,8377168,32844,0,92.94,9744508
"2026-05-17T20:02:40.000Z",5294928,2344876,8378972,32924,0,92.97,9747684
"2026-05-17T20:03:00.000Z",5469496,2344596,8381100,33132,0,92.98,9748712
"2026-05-17T20:03:20.000Z",5375128,2383564,8396724,33328,0,92.9,9740928
"2026-05-17T20:03:40.000Z",5375464,2387488,8402344,33376,0,92.95,9745668
"2026-05-17T20:04:00.000Z",5427980,2388456,8409304,33224,0,93.03,9754724
"2026-05-17T20:04:20.000Z",5745024,2405692,8342592,33492,0,92.53,9702552
"2026-05-17T20:04:40.000Z",5745024,2405564,8344584,33672,0,92.51,9700408
"2026-05-17T20:05:00.000Z",5745136,2428840,8352340,34088,0,92.44,9692548
"2026-05-17T20:05:20.000Z",4959672,2426092,8358400,33892,0,92.54,9703340
"2026-05-17T20:05:40.000Z",4959924,2424644,8361784,34016,0,92.46,9695136
"2026-05-17T20:06:00.000Z",4956040,2423612,8356928,33612,0,93.02,9753724
"2026-05-17T20:06:20.000Z",5150080,2422072,8368560,33260,0,93.02,9753764
"2026-05-17T20:06:40.000Z",5150136,2420748,8379288,33228,0,93.06,9757264
"2026-05-17T20:07:00.000Z",5168588,2419448,8392692,33132,0,93.12,9764236
"2026-05-17T20:07:20.000Z",5521604,2449592,8333080,32968,0,92.63,9712004
"2026-05-17T20:07:40.000Z",5521460,2450420,8336636,32988,0,92.55,9704500
"2026-05-17T20:08:00.000Z",5415128,2458632,8292612,32448,0,92.24,9671768
"2026-05-17T20:08:20.000Z",5356584,2467068,8251876,32780,0,91.95,9641152
"2026-05-17T20:08:40.000Z",4727696,2465392,8263004,32984,0,92,9646512
"2026-05-17T20:09:00.000Z",4726232,2463856,8271104,33088,0,92.09,9656364
"2026-05-17T20:09:20.000Z",4797496,2460000,8285864,33104,0,92.18,9664968
"2026-05-17T20:09:40.000Z",4797792,2458492,8293096,33848,0,92.22,9669532
"2026-05-17T20:10:00.000Z",4860040,2455260,8305052,33468,0,92.28,9675504
"2026-05-17T20:10:20.000Z",4793376,2452360,8313316,33600,0,92.3,9677428
"2026-05-17T20:10:40.000Z",4730784,2442648,8325932,33684,0,92.45,9693952
"2026-05-17T20:11:00.000Z",4731256,2440052,8331856,33644,0,92.46,9694676
"2026-05-17T20:11:20.000Z",4744416,2438508,8336852,34068,0,92.44,9692740
