"Time","Usage for 2","Usage for 0","Usage for esxidr.hbmsolutions.mt","Usage for 1","Usage for 3","Usage in MHz for esxidr.hbmsolutions.mt"
"2026-05-18T17:17:40.000Z",3.29,1.19,2.98,3.36,4.1,562
"2026-05-18T17:18:00.000Z",2.66,3.54,3.08,2.94,3.19,580
"2026-05-18T17:18:20.000Z",2.62,4.28,3.14,3.08,2.58,591
"2026-05-18T17:18:40.000Z",3.23,2.45,2.78,1.79,3.64,523
"2026-05-18T17:19:00.000Z",1.42,4.04,2.62,3.62,1.4,493
"2026-05-18T17:19:20.000Z",1.37,5.1,3.12,4.85,1.16,587
"2026-05-18T17:19:40.000Z",2.61,2.86,3,3.87,2.67,565
"2026-05-18T17:20:00.000Z",1.44,3.52,2.95,4.93,1.92,556
"2026-05-18T17:20:20.000Z",1.47,4.92,2.95,3.99,1.43,556
"2026-05-18T17:20:40.000Z",1.33,5.31,2.74,2.9,1.42,516
"2026-05-18T17:21:00.000Z",1.17,4.44,2.79,4.17,1.36,524
"2026-05-18T17:21:20.000Z",1.82,4.44,2.94,3.66,1.85,554
"2026-05-18T17:21:40.000Z",1.96,3.51,2.98,3.9,2.57,561
"2026-05-18T17:22:00.000Z",1.15,4.73,2.98,4.77,1.3,562
"2026-05-18T17:22:20.000Z",1.46,4.72,2.95,4.24,1.39,556
"2026-05-18T17:22:40.000Z",1.86,3.92,3.02,4.81,1.48,568
"2026-05-18T17:23:00.000Z",1.37,3.92,2.96,4.58,1.99,558
"2026-05-18T17:23:20.000Z",3.8,3.84,3.6,3.43,3.34,677
"2026-05-18T17:23:40.000Z",3.65,1.78,3.08,3.03,3.88,580
"2026-05-18T17:24:00.000Z",1.21,3.49,2.7,4.95,1.14,508
"2026-05-18T17:24:20.000Z",1.19,3.94,2.91,5.08,1.41,547
"2026-05-18T17:24:40.000Z",1.25,3.77,2.82,5.07,1.2,531
"2026-05-18T17:25:00.000Z",1.2,4.06,2.71,4.23,1.35,510
"2026-05-18T17:25:20.000Z",3.87,3.51,3.24,1.7,3.86,609
"2026-05-18T17:25:40.000Z",3.42,2.98,2.89,1.77,3.41,544
"2026-05-18T17:26:00.000Z",3.38,2.25,2.98,2.46,3.82,560
"2026-05-18T17:26:20.000Z",2.87,2.35,2.97,3.26,3.4,559
"2026-05-18T17:26:40.000Z",3.28,3.49,2.8,1.16,3.26,527
"2026-05-18T17:27:00.000Z",3.43,2.09,2.71,2.27,3.03,509
"2026-05-18T17:27:20.000Z",3.69,2.38,3.17,2.45,4.15,596
"2026-05-18T17:27:40.000Z",3.72,3.05,2.94,1.35,3.63,553
"2026-05-18T17:28:00.000Z",2.53,2.46,2.65,2.14,3.49,499
"2026-05-18T17:28:20.000Z",3.03,2.06,2.57,2.35,2.83,483
"2026-05-18T17:28:40.000Z",2.96,1.11,2.74,3.16,3.74,516
