"Time","Usage for 2","Usage for 0","Usage for esxidr.hbmsolutions.mt","Usage for 1","Usage for 3","Usage in MHz for esxidr.hbmsolutions.mt"
"2026-05-20T16:48:20.000Z",0.19,0.56,0.91,2.58,0.32,172
"2026-05-20T16:48:40.000Z",0.12,0.83,0.88,2.35,0.24,167
"2026-05-20T16:49:00.000Z",0.21,0.48,0.85,2.55,0.16,160
"2026-05-20T16:49:20.000Z",0.23,0.46,1.1,3.48,0.24,208
"2026-05-20T16:49:40.000Z",0.14,0.46,0.99,3.17,0.18,186
"2026-05-20T16:50:00.000Z",0.09,0.48,0.9,2.87,0.15,169
"2026-05-20T16:50:20.000Z",0.59,2.75,1.11,0.65,0.45,209
"2026-05-20T16:50:40.000Z",0.13,2.93,0.92,0.3,0.33,174
"2026-05-20T16:51:00.000Z",0.28,2.98,0.95,0.27,0.28,180
"2026-05-20T16:51:20.000Z",0.23,1.12,1.14,2.7,0.51,214
"2026-05-20T16:51:40.000Z",0.15,0.28,0.87,2.74,0.32,165
"2026-05-20T16:52:00.000Z",0.3,0.35,0.96,2.94,0.22,180
"2026-05-20T16:52:20.000Z",0.32,0.91,1.02,2.46,0.39,192
"2026-05-20T16:52:40.000Z",0.21,2.76,0.88,0.31,0.25,166
"2026-05-20T16:53:00.000Z",0.31,3.02,0.99,0.28,0.35,187
"2026-05-20T16:53:20.000Z",0.26,2.02,0.92,1,0.4,174
"2026-05-20T16:53:40.000Z",0.19,1.37,0.9,1.77,0.27,170
"2026-05-20T16:54:00.000Z",0.15,1.73,0.83,1.11,0.34,157
"2026-05-20T16:54:20.000Z",0.16,0.44,0.92,2.64,0.45,174
"2026-05-20T16:54:40.000Z",0.2,0.5,0.88,2.51,0.31,166
"2026-05-20T16:55:00.000Z",0.2,0.3,0.88,2.8,0.23,167
"2026-05-20T16:55:20.000Z",1.89,0.57,1.08,0.51,1.36,204
"2026-05-20T16:55:40.000Z",2.18,0.16,0.93,0.23,1.15,175
"2026-05-20T16:56:00.000Z",0.36,0.19,0.86,0.21,2.68,162
"2026-05-20T16:56:20.000Z",2.39,0.35,1.16,0.49,1.42,219
"2026-05-20T16:56:40.000Z",1.13,0.12,0.83,0.26,1.83,157
"2026-05-20T16:57:00.000Z",2.67,0.19,0.91,0.3,0.47,171
"2026-05-20T16:57:20.000Z",1.02,0.24,0.96,0.42,2.18,182
"2026-05-20T16:57:40.000Z",0.15,0.32,0.87,0.24,2.77,164
"2026-05-20T16:58:00.000Z",0.25,0.25,0.96,0.35,2.99,181
"2026-05-20T16:58:20.000Z",0.66,0.22,0.91,0.41,2.35,171
"2026-05-20T16:58:40.000Z",0.36,0.24,0.88,0.41,2.53,166
"2026-05-20T16:59:00.000Z",0.34,0.21,0.89,0.38,2.63,167
"2026-05-20T16:59:20.000Z",0.24,0.28,0.93,0.37,2.8,174
"2026-05-20T16:59:40.000Z",1.7,0.16,0.88,0.37,1.31,167
"2026-05-20T17:00:00.000Z",1.4,0.23,0.95,0.31,1.87,179
"2026-05-20T17:00:20.000Z",0.72,0.79,1.29,0.78,2.85,242
