"Time","Active for esxidr.hbmsolutions.mt","Swap consumed for esxidr.hbmsolutions.mt","Granted for esxidr.hbmsolutions.mt","Shared common for esxidr.hbmsolutions.mt","Ballooned memory for esxidr.hbmsolutions.mt","Host consumed % for esxidr.hbmsolutions.mt","Consumed for esxidr.hbmsolutions.mt"
"2026-05-17T20:27:20.000Z",97164,0,367940,8,0,18.05,1893172
"2026-05-17T20:27:40.000Z",95172,0,367940,8,0,18.03,1890792
"2026-05-17T20:28:00.000Z",95172,0,367940,8,0,18.05,1892680
"2026-05-17T20:28:20.000Z",95172,0,367940,8,0,18.02,1889964
"2026-05-17T20:28:40.000Z",90348,0,367940,8,0,18.03,1891168
"2026-05-17T20:29:00.000Z",90348,0,367940,8,0,18.03,1890652
"2026-05-17T20:29:20.000Z",90348,0,367940,8,0,18.04,1891512
"2026-05-17T20:29:40.000Z",94464,0,367940,8,0,18.03,1890740
"2026-05-17T20:30:00.000Z",94692,0,367940,8,0,18.05,1893180
"2026-05-17T20:30:20.000Z",94724,0,367940,8,0,18.04,1892448
"2026-05-17T20:30:40.000Z",93164,0,367940,8,0,18.1,1898000
"2026-05-17T20:31:00.000Z",93280,0,367940,8,0,18.05,1893216
"2026-05-17T20:31:20.000Z",93132,0,367940,8,0,18.03,1890800
"2026-05-17T20:31:40.000Z",90928,0,367940,8,0,17.98,1885212
"2026-05-17T20:32:00.000Z",96384,0,367940,8,0,17.98,1885940
"2026-05-17T20:32:20.000Z",98156,0,367940,8,0,17.99,1886900
"2026-05-17T20:32:40.000Z",98156,0,367940,8,0,17.99,1886396
"2026-05-17T20:33:00.000Z",89148,0,367940,8,0,17.98,1885784
"2026-05-17T20:33:20.000Z",90408,0,367940,8,0,17.98,1886028
"2026-05-17T20:33:40.000Z",90408,0,367940,8,0,17.98,1885840
"2026-05-17T20:34:00.000Z",94448,0,367940,8,0,17.97,1884484
"2026-05-17T20:34:20.000Z",94916,0,367940,8,0,17.97,1884548
"2026-05-17T20:34:40.000Z",94916,0,367940,8,0,17.97,1885060
"2026-05-17T20:35:00.000Z",94820,0,367940,8,0,17.99,1886600
"2026-05-17T20:35:20.000Z",94372,0,365876,8,0,17.9,1877692
"2026-05-17T20:35:40.000Z",94100,0,365876,8,0,18.03,1890964
"2026-05-17T20:36:00.000Z",92464,0,365876,8,0,17.94,1881384
"2026-05-17T20:36:20.000Z",89120,0,365876,8,0,17.88,1875444
"2026-05-17T20:36:40.000Z",92508,0,365876,8,0,17.94,1880968
"2026-05-17T20:37:00.000Z",100524,0,365876,8,0,17.94,1881056
"2026-05-17T20:37:20.000Z",99548,0,365900,8,0,17.94,1881684
"2026-05-17T20:37:40.000Z",99208,0,365900,8,0,17.86,1872944
"2026-05-17T20:38:00.000Z",106772,0,365900,8,0,17.84,1871172
"2026-05-17T20:38:20.000Z",109128,0,367964,8,0,18.09,1896984
"2026-05-17T20:38:40.000Z",108352,0,365900,8,0,17.77,1863252
"2026-05-17T20:39:00.000Z",102740,0,367964,8,0,17.93,1880020
"2026-05-17T20:39:20.000Z",103176,0,365900,8,0,17.75,1861052
"2026-05-17T20:39:40.000Z",103176,0,365900,8,0,17.79,1866132
"2026-05-17T20:40:00.000Z",106228,0,365968,8,0,17.75,1861180
"2026-05-17T20:40:20.000Z",106676,0,365968,8,0,17.77,1863752
"2026-05-17T20:40:40.000Z",106532,0,365988,8,0,17.76,1862640
"2026-05-17T20:41:00.000Z",99976,0,365988,8,0,17.77,1863232
"2026-05-17T20:41:20.000Z",99048,0,365988,8,0,17.8,1866732
"2026-05-17T20:41:40.000Z",99268,0,365988,8,0,17.78,1864772
"2026-05-17T20:42:00.000Z",107896,0,365988,8,0,17.79,1865304
"2026-05-17T20:42:20.000Z",104864,0,365988,8,0,17.75,1861096
"2026-05-17T20:42:40.000Z",107964,0,365988,8,0,17.76,1862928
"2026-05-17T20:43:00.000Z",106408,0,365988,8,0,17.81,1867648
"2026-05-17T20:43:20.000Z",106892,0,365988,8,0,17.87,1874580
"2026-05-17T20:43:40.000Z",106892,0,365988,8,0,17.82,1868412
"2026-05-17T20:44:00.000Z",107528,0,365988,8,0,17.82,1868452
"2026-05-17T20:44:20.000Z",108164,0,365988,8,0,17.83,1869824
"2026-05-17T20:44:40.000Z",106512,0,365988,8,0,17.78,1865056
"2026-05-17T20:45:00.000Z",105048,0,366104,8,0,17.78,1864516
"2026-05-17T20:45:20.000Z",106204,0,366104,8,0,17.79,1865880
"2026-05-17T20:45:40.000Z",104880,0,366104,8,0,17.75,1861936
"2026-05-17T20:46:00.000Z",109948,0,368168,8,0,17.93,1880488
"2026-05-17T20:46:20.000Z",107576,0,366104,8,0,17.76,1862788
"2026-05-17T20:46:40.000Z",109572,0,366104,8,0,17.79,1865860
"2026-05-17T20:47:00.000Z",108936,0,366104,8,0,17.79,1865440
"2026-05-17T20:47:20.000Z",108400,0,366104,8,0,17.78,1864552
"2026-05-17T20:47:40.000Z",109432,0,366104,8,0,17.8,1866408
"2026-05-17T20:48:00.000Z",95768,0,366104,8,0,17.77,1864100
"2026-05-17T20:48:20.000Z",98236,0,366172,8,0,17.85,1871672
"2026-05-17T20:48:40.000Z",98672,0,366172,8,0,17.77,1863748
"2026-05-17T20:49:00.000Z",108036,0,366172,8,0,17.75,1861928
"2026-05-17T20:49:20.000Z",108264,0,366172,8,0,17.83,1869540
"2026-05-17T20:49:40.000Z",109616,0,366172,8,0,17.75,1861916
"2026-05-17T20:50:00.000Z",101420,0,366172,8,0,17.91,1878480
"2026-05-17T20:50:20.000Z",101036,0,366172,8,0,17.9,1877148
"2026-05-17T20:50:40.000Z",101440,0,366172,8,0,17.85,1871636
"2026-05-17T20:51:00.000Z",106108,0,366172,8,0,17.85,1871984
"2026-05-17T20:51:20.000Z",106468,0,366172,8,0,17.85,1872088
"2026-05-17T20:51:40.000Z",106468,0,366172,8,0,17.85,1872312
"2026-05-17T20:52:00.000Z",96064,0,366172,8,0,17.85,1872324
"2026-05-17T20:52:20.000Z",96112,0,366172,8,0,17.85,1872548
"2026-05-17T20:52:40.000Z",96112,0,366172,8,0,17.85,1872548
"2026-05-17T20:53:00.000Z",91432,0,366172,8,0,17.77,1863508
"2026-05-17T20:53:20.000Z",92640,0,366172,8,0,17.77,1864072
"2026-05-17T20:53:40.000Z",91852,0,366172,8,0,17.77,1863600
"2026-05-17T20:54:00.000Z",89300,0,366172,8,0,17.77,1863212
"2026-05-17T20:54:20.000Z",91104,0,366172,8,0,17.78,1864240
"2026-05-17T20:54:40.000Z",91452,0,366172,8,0,17.78,1864260
"2026-05-17T20:55:00.000Z",91452,0,366172,8,0,17.78,1864260
"2026-05-17T20:55:20.000Z",94576,0,366172,8,0,17.78,1864772
"2026-05-17T20:55:40.000Z",94576,0,366172,8,0,17.78,1865016
"2026-05-17T20:56:00.000Z",95024,0,366172,8,0,17.8,1867248
"2026-05-17T20:56:20.000Z",86616,0,366172,8,0,17.77,1863316
"2026-05-17T20:56:40.000Z",88936,0,366172,8,0,17.77,1863704
"2026-05-17T20:57:00.000Z",89176,0,366172,8,0,17.78,1864940
"2026-05-17T20:57:20.000Z",97592,0,366172,8,0,17.78,1864352
"2026-05-17T20:57:40.000Z",97320,0,366172,8,0,17.77,1863232
"2026-05-17T20:58:00.000Z",94620,0,366172,8,0,17.76,1862388
"2026-05-17T20:58:20.000Z",90336,0,366172,8,0,17.77,1863456
"2026-05-17T20:58:40.000Z",90684,0,366172,8,0,17.77,1863460
"2026-05-17T20:59:00.000Z",90684,0,366172,8,0,17.77,1863460
"2026-05-17T20:59:20.000Z",94004,0,366172,8,0,17.77,1863480
"2026-05-17T20:59:40.000Z",94004,0,366172,8,0,17.77,1863480
"2026-05-17T21:00:00.000Z",94004,0,366172,8,0,17.77,1863480
"2026-05-17T21:00:20.000Z",93412,0,366172,8,0,17.79,1866076
"2026-05-17T21:00:40.000Z",93412,0,366172,8,0,17.8,1866364
"2026-05-17T21:01:00.000Z",93372,0,366172,8,0,17.8,1866556
"2026-05-17T21:01:20.000Z",97616,0,366172,8,0,17.82,1868928
"2026-05-17T21:01:40.000Z",96656,0,366172,8,0,17.79,1866140
"2026-05-17T21:02:00.000Z",94424,0,366172,8,0,17.76,1862860
"2026-05-17T21:02:20.000Z",89292,0,366172,8,0,17.8,1867196
"2026-05-17T21:02:40.000Z",89636,0,366172,8,0,17.8,1867200
"2026-05-17T21:03:00.000Z",89636,0,366172,8,0,17.8,1867212
"2026-05-17T21:03:20.000Z",92168,0,366172,8,0,17.8,1867244
"2026-05-17T21:03:40.000Z",92168,0,366172,8,0,17.8,1867252
"2026-05-17T21:04:00.000Z",92204,0,366172,8,0,17.8,1867264
"2026-05-17T21:04:20.000Z",91940,0,366172,8,0,17.8,1867280
"2026-05-17T21:04:40.000Z",91940,0,366172,8,0,17.8,1867280
"2026-05-17T21:05:00.000Z",91940,0,366172,8,0,17.8,1867280
"2026-05-17T21:05:20.000Z",95816,0,366172,8,0,17.81,1867480
"2026-05-17T21:05:40.000Z",95816,0,366172,8,0,17.81,1867724
"2026-05-17T21:06:00.000Z",123248,0,448220,8,0,18.76,1967656
"2026-05-17T21:06:20.000Z",133824,0,448412,8,0,18.7,1961068
"2026-05-17T21:06:40.000Z",133848,0,448460,8,0,18.7,1961100
"2026-05-17T21:07:00.000Z",194512,0,448552,8,0,18.7,1961336
"2026-05-17T21:07:20.000Z",199912,0,448560,8,0,18.7,1961372
"2026-05-17T21:07:40.000Z",199928,0,448572,8,0,18.7,1961388
"2026-05-17T21:08:00.000Z",135648,0,448624,8,0,18.7,1961476
"2026-05-17T21:08:20.000Z",135468,0,448636,8,0,18.7,1961508
"2026-05-17T21:08:40.000Z",110040,0,448652,8,0,18.7,1961528
"2026-05-17T21:09:00.000Z",109044,0,448668,8,0,18.72,1963620
"2026-05-17T21:09:20.000Z",108604,0,448668,8,0,18.72,1963624
"2026-05-17T21:09:40.000Z",111632,0,448668,8,0,18.72,1963624
"2026-05-17T21:10:00.000Z",111692,0,448668,8,0,18.72,1963652
"2026-05-17T21:10:20.000Z",111444,0,448668,8,0,18.7,1961536
"2026-05-17T21:10:40.000Z",111444,0,448668,8,0,18.71,1961800
"2026-05-17T21:11:00.000Z",111336,0,448668,8,0,18.71,1961884
"2026-05-17T21:11:20.000Z",110900,0,448668,8,0,18.71,1962256
"2026-05-17T21:11:40.000Z",113940,0,448668,8,0,18.71,1962260
"2026-05-17T21:12:00.000Z",111712,0,448688,8,0,18.68,1959472
"2026-05-17T21:12:20.000Z",108776,0,448700,8,0,18.6,1950172
"2026-05-17T21:12:40.000Z",107484,0,448728,8,0,18.6,1950244
"2026-05-17T21:13:00.000Z",108260,0,448756,8,0,18.6,1950744
"2026-05-17T21:13:20.000Z",109172,0,448772,8,0,18.6,1951156
"2026-05-17T21:13:40.000Z",109844,0,448780,8,0,18.6,1951168
"2026-05-17T21:14:00.000Z",109408,0,448800,8,0,18.61,1951220
"2026-05-17T21:14:20.000Z",109832,0,448800,8,0,18.61,1951812
"2026-05-17T21:14:40.000Z",108232,0,448800,8,0,18.61,1951812
"2026-05-17T21:15:00.000Z",108848,0,448800,8,0,18.61,1951872
"2026-05-17T21:15:20.000Z",108964,0,448800,8,0,18.61,1951856
"2026-05-17T21:15:40.000Z",109876,0,448800,8,0,18.61,1952104
"2026-05-17T21:16:00.000Z",109240,0,448800,8,0,18.62,1952340
"2026-05-17T21:16:20.000Z",109600,0,448800,8,0,18.62,1952312
"2026-05-17T21:16:40.000Z",108588,0,448800,8,0,18.62,1952312
"2026-05-17T21:17:00.000Z",109084,0,448800,8,0,18.62,1952324
"2026-05-17T21:17:20.000Z",109084,0,448800,8,0,18.62,1952340
"2026-05-17T21:17:40.000Z",113680,0,448800,8,0,18.62,1952340
"2026-05-17T21:18:00.000Z",111100,0,448868,8,0,18.6,1950588
"2026-05-17T21:18:20.000Z",111524,0,448868,8,0,18.6,1951092
"2026-05-17T21:18:40.000Z",107800,0,448868,8,0,18.6,1951092
"2026-05-17T21:19:00.000Z",107876,0,448800,8,0,18.6,1951028
"2026-05-17T21:19:20.000Z",107876,0,448800,8,0,18.6,1951036
"2026-05-17T21:19:40.000Z",108100,0,448800,8,0,18.6,1951044
"2026-05-17T21:20:00.000Z",107984,0,448800,8,0,18.6,1951052
"2026-05-17T21:20:20.000Z",108236,0,448800,8,0,18.61,1951540
"2026-05-17T21:20:40.000Z",104112,0,448800,8,0,18.61,1951820
"2026-05-17T21:21:00.000Z",89076,0,366172,8,0,17.86,1872796
"2026-05-17T21:21:20.000Z",88472,0,366172,8,0,17.87,1874192
"2026-05-17T21:21:40.000Z",97008,0,366172,8,0,17.87,1874196
"2026-05-17T21:22:00.000Z",97040,0,366172,8,0,17.88,1874884
"2026-05-17T21:22:20.000Z",92916,0,366172,8,0,17.77,1863524
"2026-05-17T21:22:40.000Z",91484,0,366172,8,0,17.77,1863556
"2026-05-17T21:23:00.000Z",92524,0,366172,8,0,17.78,1864208
"2026-05-17T21:23:20.000Z",93336,0,366172,8,0,17.78,1864628
"2026-05-17T21:23:40.000Z",94424,0,366172,8,0,17.78,1864628
"2026-05-17T21:24:00.000Z",94424,0,366172,8,0,17.78,1864632
"2026-05-17T21:24:20.000Z",94848,0,366172,8,0,17.79,1865232
"2026-05-17T21:24:40.000Z",88952,0,366172,8,0,17.79,1865232
"2026-05-17T21:25:00.000Z",88952,0,366172,8,0,17.79,1865232
"2026-05-17T21:25:20.000Z",89360,0,366172,8,0,17.78,1865084
"2026-05-17T21:25:40.000Z",92548,0,366440,8,0,18.05,1893332
"2026-05-17T21:26:00.000Z",3059580,0,2838392,8,0,42.11,4416076
"2026-05-17T21:26:20.000Z",3061536,0,2850680,8,0,42.19,4424196
"2026-05-17T21:26:40.000Z",3071488,0,2850680,8,0,42.08,4412692
"2026-05-17T21:27:00.000Z",3088744,0,2858872,8,0,42.26,4430896
