"Time","Active for esxilocal.hbmsolutions.mt","Swap consumed for esxilocal.hbmsolutions.mt","Granted for esxilocal.hbmsolutions.mt","Shared common for esxilocal.hbmsolutions.mt","Ballooned memory for esxilocal.hbmsolutions.mt","Host consumed % for esxilocal.hbmsolutions.mt","Consumed for esxilocal.hbmsolutions.mt"
"2026-05-20T16:47:20.000Z",3486120,2664408,8318400,40044,0,91.69,9614448
"2026-05-20T16:47:40.000Z",4335472,2692460,8271716,40368,0,91.33,9575880
"2026-05-20T16:48:00.000Z",4332388,2691100,8273840,40336,0,91.29,9571872
"2026-05-20T16:48:20.000Z",4311416,2693976,8236236,40500,0,91.06,9548296
"2026-05-20T16:48:40.000Z",4164616,2693484,8237720,40604,0,91.08,9550004
"2026-05-20T16:49:00.000Z",4168884,2692084,8243004,40400,0,91.13,9554880
"2026-05-20T16:49:20.000Z",4158396,2690296,8248460,40184,0,91.19,9561400
"2026-05-20T16:49:40.000Z",4210852,2686956,8255872,40236,0,91.33,9576436
"2026-05-20T16:50:00.000Z",4210028,2683300,8259356,40300,0,91.39,9582408
"2026-05-20T16:50:20.000Z",4209564,2682116,8260812,41396,0,91.4,9583428
"2026-05-20T16:50:40.000Z",3821604,2688588,8233396,41120,0,91.21,9563492
"2026-05-20T16:51:00.000Z",3818760,2653448,8277248,40612,0,91.71,9616108
"2026-05-20T16:51:20.000Z",3829436,2651376,8282756,40204,0,91.67,9611708
"2026-05-20T16:51:40.000Z",3703644,2649108,8288060,40248,0,91.71,9616340
"2026-05-20T16:52:00.000Z",3705852,2647408,8290712,40312,0,91.72,9616716
"2026-05-20T16:52:20.000Z",3695424,2646256,8293708,40336,0,91.74,9619128
"2026-05-20T16:52:40.000Z",3884172,2644756,8295440,40320,0,91.74,9619636
"2026-05-20T16:53:00.000Z",3882452,2644152,8296360,41068,0,91.71,9615632
"2026-05-20T16:53:20.000Z",3850660,2645512,8285288,40524,0,91.65,9609372
"2026-05-20T16:53:40.000Z",3620000,2644760,8281804,40676,0,91.62,9606924
"2026-05-20T16:54:00.000Z",3623556,2641760,8291232,40704,0,91.68,9613120
"2026-05-20T16:54:20.000Z",3665496,2626556,8310892,40312,0,91.87,9632612
"2026-05-20T16:54:40.000Z",3959104,2623384,8315892,40204,0,91.92,9637624
"2026-05-20T16:55:00.000Z",3958216,2620800,8320444,40044,0,91.96,9642076
"2026-05-20T16:55:20.000Z",3957820,2620092,8321500,39788,0,91.98,9644164
"2026-05-20T16:55:40.000Z",4083660,2618160,8323848,39732,0,91.99,9645220
"2026-05-20T16:56:00.000Z",4077200,2616264,8327528,39732,0,92.04,9650200
"2026-05-20T16:56:20.000Z",4077356,2614556,8330288,40060,0,92.08,9654508
"2026-05-20T16:56:40.000Z",4065220,2612860,8332020,40028,0,92.03,9649672
"2026-05-20T16:57:00.000Z",4070176,2604864,8344820,39836,0,92.09,9656360
"2026-05-20T16:57:20.000Z",4123792,2603356,8347024,39696,0,92.12,9658636
"2026-05-20T16:57:40.000Z",4101868,2591912,8359028,39408,0,92.3,9677644
"2026-05-20T16:58:00.000Z",3873436,2550980,8383032,39276,0,92.56,9705144
"2026-05-20T16:58:20.000Z",3978364,2542572,8370548,39220,0,92.54,9703104
"2026-05-20T16:58:40.000Z",4125220,2541088,8367200,39720,0,92.54,9702808
"2026-05-20T16:59:00.000Z",4002308,2540108,8364412,39712,0,92.53,9701828
"2026-05-20T16:59:20.000Z",4065224,2531392,8356180,39408,0,92.59,9707904
"2026-05-20T16:59:40.000Z",4180572,2527972,8349672,39948,0,92.51,9699960
"2026-05-20T17:00:00.000Z",4428992,2526524,8350608,39872,0,92.51,9699580
"2026-05-20T17:00:20.000Z",4366084,2525844,8350232,39960,0,92.51,9700392
"2026-05-20T17:00:40.000Z",4408036,2523288,8347500,39912,0,92.52,9700584
"2026-05-20T17:01:00.000Z",4722476,2520220,8346820,40336,0,92.52,9701416
"2026-05-20T17:01:20.000Z",4753580,2518668,8343984,39904,0,92.5,9699236
