"Time","Usage for 2","Usage for 0","Usage for esxidr.hbmsolutions.mt","Usage for 1","Usage for 3","Usage in MHz for esxidr.hbmsolutions.mt"
"2026-05-17T20:27:20.000Z",3.53,1.05,2.19,1,3.2,413
"2026-05-17T20:27:40.000Z",3.27,0.94,2.03,0.84,3.09,383
"2026-05-17T20:28:00.000Z",3.79,0.88,2.15,1.24,2.69,405
"2026-05-17T20:28:20.000Z",4.02,1.05,2.27,1.31,2.71,427
"2026-05-17T20:28:40.000Z",2.83,0.94,1.99,0.86,3.33,375
"2026-05-17T20:29:00.000Z",3.56,1.03,2.05,1.01,2.6,386
"2026-05-17T20:29:20.000Z",3.45,1.12,2.03,1.09,2.46,382
"2026-05-17T20:29:40.000Z",4.08,1.22,2.3,1.21,2.7,433
"2026-05-17T20:30:00.000Z",2.95,1.07,2.04,1.12,2.99,383
"2026-05-17T20:30:20.000Z",2.69,1.37,2.25,1.23,3.69,423
"2026-05-17T20:30:40.000Z",4.18,1.05,2.2,1.23,2.34,414
"2026-05-17T20:31:00.000Z",4.71,1.13,2.47,1.37,2.68,465
"2026-05-17T20:31:20.000Z",4.04,1.74,2.28,0.99,2.35,429
"2026-05-17T20:31:40.000Z",4.11,1.26,2.3,1.15,2.7,434
"2026-05-17T20:32:00.000Z",3.93,0.98,2.11,0.95,2.59,397
"2026-05-17T20:32:20.000Z",3.44,1.16,2.08,1.18,2.55,392
"2026-05-17T20:32:40.000Z",3.81,1.18,1.97,0.8,2.08,371
"2026-05-17T20:33:00.000Z",4.59,1.03,2.23,1.19,2.11,419
"2026-05-17T20:33:20.000Z",3.65,1.02,1.99,1.2,2.1,375
"2026-05-17T20:33:40.000Z",3.62,0.95,2.01,1.09,2.38,378
"2026-05-17T20:34:00.000Z",3.83,1.19,1.91,0.82,1.78,359
"2026-05-17T20:34:20.000Z",3.94,1.26,2,0.91,1.88,376
"2026-05-17T20:34:40.000Z",3.59,1.02,1.99,0.92,2.41,374
"2026-05-17T20:35:00.000Z",4.08,0.94,1.95,1,1.8,368
"2026-05-17T20:35:20.000Z",2.12,0.88,1.62,0.68,2.81,306
"2026-05-17T20:35:40.000Z",1.18,0.34,1.07,0.32,2.42,201
"2026-05-17T20:36:00.000Z",3.06,0.61,1.23,0.71,0.56,232
"2026-05-17T20:36:20.000Z",3.71,0.32,1.27,0.26,0.8,239
"2026-05-17T20:36:40.000Z",3.26,0.29,1.05,0.29,0.37,198
"2026-05-17T20:37:00.000Z",2.87,0.25,0.97,0.17,0.59,183
"2026-05-17T20:37:20.000Z",3.91,1.76,2.73,1.74,3.54,515
"2026-05-17T20:37:40.000Z",2.12,0.34,1.11,0.45,1.53,209
"2026-05-17T20:38:00.000Z",3.64,0.22,1.17,0.28,0.54,220
"2026-05-17T20:38:20.000Z",3.63,0.62,1.92,0.86,2.59,362
"2026-05-17T20:38:40.000Z",1.54,0.42,1.37,0.39,3.15,259
"2026-05-17T20:39:00.000Z",4.9,1.12,3.19,1.26,5.48,600
"2026-05-17T20:39:20.000Z",4.12,0.78,1.69,0.81,1.07,319
"2026-05-17T20:39:40.000Z",2.01,0.38,1.14,0.56,1.61,215
"2026-05-17T20:40:00.000Z",0.6,0.3,1.11,0.55,3,210
"2026-05-17T20:40:20.000Z",2.59,0.46,1.2,0.66,1.1,227
"2026-05-17T20:40:40.000Z",0.2,0.33,0.97,0.51,2.85,183
"2026-05-17T20:41:00.000Z",0.28,0.47,1.08,0.54,3.04,203
"2026-05-17T20:41:20.000Z",3.85,2.07,2.86,2.5,3.03,538
