"Time","Usage for 2","Usage for 0","Usage for esxidr.hbmsolutions.mt","Usage for 1","Usage for 3","Usage in MHz for esxidr.hbmsolutions.mt"
"2026-05-22T07:24:00.000Z",3.34,2.51,3.1,1.61,4.93,583
"2026-05-22T07:24:20.000Z",4.24,2.49,3.44,1.7,5.33,647
"2026-05-22T07:24:40.000Z",4.11,2.79,3.11,1.74,3.79,585
"2026-05-22T07:25:00.000Z",3.9,2.02,3.04,1.95,4.3,572
"2026-05-22T07:25:20.000Z",4.96,3.5,3.59,2,3.91,676
"2026-05-22T07:25:40.000Z",4.07,2.24,3.53,3.44,4.36,664
"2026-05-22T07:26:00.000Z",4.13,2.59,3.33,2.21,4.37,626
"2026-05-22T07:26:20.000Z",3.7,2.59,2.94,1.98,3.49,553
"2026-05-22T07:26:40.000Z",3.57,2.61,2.94,2.24,3.34,553
"2026-05-22T07:27:00.000Z",3.99,2.51,3,2.18,3.33,565
"2026-05-22T07:27:20.000Z",3.06,2.05,3.02,3.02,3.97,569
"2026-05-22T07:27:40.000Z",2.37,1.4,2.81,3.19,4.28,529
"2026-05-22T07:28:00.000Z",3.32,2.23,2.88,2.41,3.54,541
"2026-05-22T07:28:20.000Z",3.48,3.31,3.18,1.74,4.19,598
"2026-05-22T07:28:40.000Z",3.67,1.66,3.26,3.13,4.59,614
"2026-05-22T07:29:00.000Z",2.73,2.94,2.7,1.58,3.53,507
"2026-05-22T07:29:20.000Z",3.26,3.47,3.27,1.84,4.51,615
"2026-05-22T07:29:40.000Z",3.32,3.23,3.14,1.69,4.32,590
"2026-05-22T07:30:00.000Z",3.01,2.91,2.95,1.74,4.14,555
"2026-05-22T07:30:20.000Z",3.37,3.76,3.34,2.24,4,629
"2026-05-22T07:30:40.000Z",4.53,1.79,3.72,4.39,4.15,699
"2026-05-22T07:31:00.000Z",4.41,2.5,3.59,2.8,4.66,676
"2026-05-22T07:31:20.000Z",4.1,3.06,3.36,1.88,4.42,633
"2026-05-22T07:31:40.000Z",4.13,2.85,3.38,2.28,4.25,635
"2026-05-22T07:32:00.000Z",4.18,2.68,3.27,2.48,3.72,615
"2026-05-22T07:32:20.000Z",4.06,2.24,3.41,2.83,4.5,641
"2026-05-22T07:32:40.000Z",3.75,3.12,3.44,2.61,4.27,647
"2026-05-22T07:33:00.000Z",3.99,3.05,3.14,1.88,3.62,590
"2026-05-22T07:33:20.000Z",3.97,2.16,3.36,3.05,4.26,632
"2026-05-22T07:33:40.000Z",3.53,3.23,3.05,1.82,3.61,573
"2026-05-22T07:34:00.000Z",2.81,3.72,2.63,0.98,3.04,496
"2026-05-22T07:34:20.000Z",3.17,2.51,2.58,2.1,2.56,486
"2026-05-22T07:34:40.000Z",4.14,1.8,3.04,2.89,3.35,573
"2026-05-22T07:35:00.000Z",3.7,2.52,3.27,2.8,4.08,616
"2026-05-22T07:35:20.000Z",3.14,5.34,3.88,5.19,1.85,730
"2026-05-22T07:35:40.000Z",2.24,4.34,3.15,3.31,2.71,593
"2026-05-22T07:36:00.000Z",4.6,2.53,3.36,2.06,4.25,632
"2026-05-22T07:36:20.000Z",3.88,2.2,3.01,2.1,3.87,567
"2026-05-22T07:36:40.000Z",3.26,3.95,3.36,3.16,3.08,632
"2026-05-22T07:37:00.000Z",0.98,6.27,3.52,5.69,1.14,662
"2026-05-22T07:37:20.000Z",1.04,5.37,3.31,5.91,0.93,624
"2026-05-22T07:37:40.000Z",0.89,5.23,3.21,5.74,0.96,603
"2026-05-22T07:38:00.000Z",0.69,5.86,3.29,5.38,1.22,618
"2026-05-22T07:38:20.000Z",0.86,5.46,3.3,5.96,0.93,621
"2026-05-22T07:38:40.000Z",0.8,4.92,3.04,5.23,1.21,572
"2026-05-22T07:39:00.000Z",0.92,5.05,3.17,5.35,1.35,597
"2026-05-22T07:39:20.000Z",0.83,4.92,2.98,4.93,1.24,561
"2026-05-22T07:39:40.000Z",0.94,5.41,2.94,4.3,1.11,553
"2026-05-22T07:40:00.000Z",1.22,5.5,3.2,4.92,1.17,603
"2026-05-22T07:40:20.000Z",1.23,4.45,3.54,6.75,1.7,665
"2026-05-22T07:40:40.000Z",1.26,4.95,3.36,5.58,1.65,632
"2026-05-22T07:41:00.000Z",1.24,4.76,3.19,5.11,1.66,600
"2026-05-22T07:41:20.000Z",1.21,4.31,2.84,4.43,1.39,534
"2026-05-22T07:41:40.000Z",1.55,5.88,3.31,4.47,1.35,623
"2026-05-22T07:42:00.000Z",1.7,5.15,3.33,5.17,1.29,626
"2026-05-22T07:42:20.000Z",1.21,4.24,3.08,5.29,1.57,579
"2026-05-22T07:42:40.000Z",1.39,5.17,3.13,4.46,1.52,590
"2026-05-22T07:43:00.000Z",1.59,5.8,3.64,5.53,1.66,686
"2026-05-22T07:43:20.000Z",1.43,5.29,3.68,6.29,1.7,692
"2026-05-22T07:43:40.000Z",1.47,5.62,3.56,5.5,1.66,670
"2026-05-22T07:44:00.000Z",1.26,4.47,3.03,4.83,1.56,570
"2026-05-22T07:44:20.000Z",1.04,5.05,3.12,4.8,1.58,587
"2026-05-22T07:44:40.000Z",0.83,5.06,2.44,2.5,1.36,458
"2026-05-22T07:45:00.000Z",1.47,5.03,2.95,4.09,1.2,554
"2026-05-22T07:45:20.000Z",1.84,5.85,3.33,4.19,1.44,627
"2026-05-22T07:45:40.000Z",1.54,3.48,2.86,5.15,1.25,537
"2026-05-22T07:46:00.000Z",1.03,4.2,2.37,3.25,1.03,447
"2026-05-22T07:46:20.000Z",1.27,4.86,2.85,4.07,1.19,536
"2026-05-22T07:46:40.000Z",1.22,4.79,2.91,4.31,1.3,547
"2026-05-22T07:47:00.000Z",1.8,5.95,3.31,4.45,1.03,623
"2026-05-22T07:47:20.000Z",1.52,4.4,2.9,4.73,0.95,546
"2026-05-22T07:47:40.000Z",1.12,4.08,2.92,5.26,1.24,550
"2026-05-22T07:48:00.000Z",1.38,4.92,3.25,5.17,1.53,611
"2026-05-22T07:48:20.000Z",1.67,3.72,2.84,4.26,1.71,534
"2026-05-22T07:48:40.000Z",1.57,4.92,3.23,5.11,1.31,607
"2026-05-22T07:49:00.000Z",1.76,3.98,3,5.05,1.21,565
"2026-05-22T07:49:20.000Z",1.47,3.24,2.8,5.31,1.17,526
"2026-05-22T07:49:40.000Z",1.39,4.02,3.06,5.44,1.38,575
"2026-05-22T07:50:00.000Z",1.38,3.91,2.88,4.89,1.34,542
"2026-05-22T07:50:20.000Z",1.56,4.94,3.29,5.37,1.27,618
"2026-05-22T07:50:40.000Z",1.2,4.16,3.31,6.32,1.55,622
"2026-05-22T07:51:00.000Z",1.16,3.94,2.53,4.1,0.91,476
"2026-05-22T07:51:20.000Z",1.15,5.19,3.07,4.71,1.22,577
"2026-05-22T07:51:40.000Z",1.04,5.9,3.12,3.95,1.6,587
"2026-05-22T07:52:00.000Z",1.24,5.81,3.1,4,1.36,584
"2026-05-22T07:52:20.000Z",1.2,5.94,3.27,4.79,1.13,614
"2026-05-22T07:52:40.000Z",1.16,6.03,3.03,3.91,1.01,570
"2026-05-22T07:53:00.000Z",1.05,6.42,3.29,4.44,1.23,618
"2026-05-22T07:53:20.000Z",1.24,5.17,2.79,3.87,0.88,525
"2026-05-22T07:53:40.000Z",1.11,4.88,2.77,4.06,1.04,522
"2026-05-22T07:54:00.000Z",1.63,4.37,3.07,5.29,0.98,578
"2026-05-22T07:54:20.000Z",1.36,4.45,3.16,5.66,1.19,595
"2026-05-22T07:54:40.000Z",1.32,4.43,3.02,5.21,1.13,569
"2026-05-22T07:55:00.000Z",1.19,4.48,3.03,4.88,1.57,570
"2026-05-22T07:55:20.000Z",1.39,5.5,3.17,4.36,1.44,596
"2026-05-22T07:55:40.000Z",1.18,4.43,3.04,5.44,1.12,572
"2026-05-22T07:56:00.000Z",0.77,4.04,2.75,5.04,1.14,517
"2026-05-22T07:56:20.000Z",1.02,4.25,2.89,5.13,1.15,543
"2026-05-22T07:56:40.000Z",1.03,4.68,2.71,4.07,1.06,510
"2026-05-22T07:57:00.000Z",1.14,4.66,2.91,4.64,1.18,547
"2026-05-22T07:57:20.000Z",1.42,6.23,3.2,4.39,0.77,602
"2026-05-22T07:57:40.000Z",1.33,5.85,3.13,4.3,1.02,588
"2026-05-22T07:58:00.000Z",1.23,5.46,2.98,4.26,0.97,560
