"Time","Active for esxilocal.hbmsolutions.mt","Swap consumed for esxilocal.hbmsolutions.mt","Granted for esxilocal.hbmsolutions.mt","Shared common for esxilocal.hbmsolutions.mt","Ballooned memory for esxilocal.hbmsolutions.mt","Host consumed % for esxilocal.hbmsolutions.mt","Consumed for esxilocal.hbmsolutions.mt"
"2026-05-18T19:22:20.000Z",5306580,2216304,8288212,29552,0,93.56,9810104
"2026-05-18T19:22:40.000Z",5022984,2228708,8292844,29656,0,93.44,9797932
"2026-05-18T19:23:00.000Z",5014044,2224212,8307268,29440,0,93.53,9807348
"2026-05-18T19:23:20.000Z",4995056,2223048,8313480,29872,0,93.54,9807864
"2026-05-18T19:23:40.000Z",4968452,2226700,8190548,31556,0,92.47,9695688
"2026-05-18T19:24:00.000Z",5053176,2224768,8201432,31752,0,92.5,9698780
"2026-05-18T19:24:20.000Z",5074368,2218312,8222572,32264,0,92.65,9714108
"2026-05-18T19:24:40.000Z",5047048,2216952,8229464,32952,0,92.64,9713916
"2026-05-18T19:25:00.000Z",4973648,2216156,8234572,33324,0,92.66,9715736
"2026-05-18T19:25:20.000Z",4910764,2215176,8252604,34100,0,92.73,9722772
"2026-05-18T19:25:40.000Z",4721436,2208696,8262564,34676,0,92.77,9727096
"2026-05-18T19:26:00.000Z",4794836,2207788,8266652,35236,0,92.83,9733052
"2026-05-18T19:26:20.000Z",4794712,2293376,8263260,36376,0,92.49,9697844
"2026-05-18T19:26:40.000Z",4757404,2292316,8269472,36844,0,92.48,9697308
"2026-05-18T19:27:00.000Z",4643524,2291056,8274260,38304,0,92.46,9694228
"2026-05-18T19:27:20.000Z",4664604,2290316,8276692,39092,0,92.48,9697192
"2026-05-18T19:27:40.000Z",4654784,2289640,8278780,39536,0,92.54,9702904
"2026-05-18T19:28:00.000Z",4497700,2288124,8296244,39828,0,92.63,9712276
"2026-05-18T19:28:20.000Z",4476736,2287060,8299564,40920,0,92.6,9708948
"2026-05-18T19:28:40.000Z",4467324,2284984,8303652,40840,0,92.55,9703832
"2026-05-18T19:29:00.000Z",4257704,2284216,8305988,41452,0,92.55,9703792
"2026-05-18T19:29:20.000Z",4299648,2283620,8307852,42200,0,92.56,9704872
"2026-05-18T19:29:40.000Z",4342256,2283160,8309120,42008,0,92.51,9699968
"2026-05-18T19:30:00.000Z",4237396,2282592,8310452,43164,0,92.52,9701300
"2026-05-18T19:30:20.000Z",4237364,2282024,8311956,42656,0,92.55,9703796
"2026-05-18T19:30:40.000Z",4178736,2281040,8314280,43328,0,92.49,9698184
"2026-05-18T19:31:00.000Z",4419912,2280088,8316284,44152,0,92.49,9698068
"2026-05-18T19:31:20.000Z",4440560,2277976,8320712,44848,0,92.57,9705916
"2026-05-18T19:31:40.000Z",4464196,2277308,8321956,45404,0,92.45,9693912
"2026-05-18T19:32:00.000Z",4433104,2304840,8317040,46212,0,92.33,9680956
"2026-05-18T19:32:20.000Z",4371000,2304072,8319316,47008,0,92.29,9676824
"2026-05-18T19:32:40.000Z",4361280,2302660,8324232,48340,0,92.31,9679384
"2026-05-18T19:33:00.000Z",4340632,2306176,8310120,49468,0,92.1,9656764
"2026-05-18T19:33:20.000Z",4760072,2435188,8246304,51028,0,91.18,9560888
"2026-05-18T19:33:40.000Z",4750544,2434332,8255824,50592,0,91.25,9567784
"2026-05-18T19:34:00.000Z",4729572,2440944,8230780,51704,0,90.97,9538212
"2026-05-18T19:34:20.000Z",4582772,2440944,8235688,52268,0,90.98,9539720
"2026-05-18T19:34:40.000Z",4620752,2427516,8257100,53172,0,91.13,9555588
"2026-05-18T19:35:00.000Z",4631236,2426008,8262284,53272,0,91.19,9561660
"2026-05-18T19:35:20.000Z",4328984,2423128,8251492,53520,0,91.03,9545232
"2026-05-18T19:35:40.000Z",4539108,2243212,8463072,54372,0,93.05,9756036
