"Time","Usage for esxilocal.hbmsolutions.mt","Usage for 0","Usage for 2","Usage for 1","Usage for 3","Usage in MHz for esxilocal.hbmsolutions.mt"
"2026-05-19T18:24:00.000Z",13.13,22.64,11.67,4.65,13.54,2468
"2026-05-19T18:24:20.000Z",19,22.57,16.93,18.41,18.11,3573
"2026-05-19T18:24:40.000Z",16.38,16.19,13.28,21.06,15.01,3080
"2026-05-19T18:25:00.000Z",16.25,20.05,14.25,20.07,10.63,3056
"2026-05-19T18:25:20.000Z",13.05,8.55,10.58,16.36,16.71,2454
"2026-05-19T18:25:40.000Z",16.54,6.03,12.12,34.45,13.57,3110
"2026-05-19T18:26:00.000Z",13.49,4.53,13.95,22.99,12.48,2536
"2026-05-19T18:26:20.000Z",12.21,4.99,14.16,16.43,13.23,2295
"2026-05-19T18:26:40.000Z",10.81,8.21,12.4,8.15,14.49,2033
"2026-05-19T18:27:00.000Z",10.66,8.75,13.28,8.4,12.18,2004
"2026-05-19T18:27:20.000Z",12.99,5.82,15.51,15.86,14.77,2442
"2026-05-19T18:27:40.000Z",10.48,4.32,13.24,9.69,14.65,1970
"2026-05-19T18:28:00.000Z",12.94,10.77,11.43,16.14,13.43,2434
"2026-05-19T18:28:20.000Z",13.74,22.54,10.03,7.39,15.02,2584
"2026-05-19T18:28:40.000Z",14.67,17.3,14.82,14.23,12.33,2758
"2026-05-19T18:29:00.000Z",14.32,13.59,3.46,12.83,27.4,2693
"2026-05-19T18:29:20.000Z",15.08,15.4,4.47,17.53,22.9,2835
"2026-05-19T18:29:40.000Z",13.76,17.25,5.76,12.05,19.99,2587
"2026-05-19T18:30:00.000Z",17.89,11.15,32.44,11.85,16.14,3365
"2026-05-19T18:30:20.000Z",16.41,15.02,31.73,12.17,6.74,3086
"2026-05-19T18:30:40.000Z",14.65,11.92,12.17,17.81,16.72,2755
"2026-05-19T18:31:00.000Z",12.66,11.86,10.96,13.01,14.82,2381
"2026-05-19T18:31:20.000Z",15.43,17.81,18.76,17.17,7.99,2902
