"Time","Active for esxidr.hbmsolutions.mt","Swap consumed for esxidr.hbmsolutions.mt","Granted for esxidr.hbmsolutions.mt","Shared common for esxidr.hbmsolutions.mt","Ballooned memory for esxidr.hbmsolutions.mt","Host consumed % for esxidr.hbmsolutions.mt","Consumed for esxidr.hbmsolutions.mt"
"2026-05-16T15:20:40.000Z",93832,0,365848,8,0,17.8,1867156
"2026-05-16T15:21:00.000Z",93832,0,365848,8,0,17.81,1867520
"2026-05-16T15:21:20.000Z",93284,0,365848,8,0,17.86,1873100
"2026-05-16T15:21:40.000Z",93708,0,365848,8,0,17.86,1873308
"2026-05-16T15:22:00.000Z",90440,0,365848,8,0,17.77,1863988
"2026-05-16T15:22:20.000Z",87628,0,365848,8,0,17.78,1865092
"2026-05-16T15:22:40.000Z",86920,0,365848,8,0,17.77,1863604
"2026-05-16T15:23:00.000Z",84892,0,365848,8,0,17.78,1864924
"2026-05-16T15:23:20.000Z",91292,0,365848,8,0,17.79,1865516
"2026-05-16T15:23:40.000Z",91008,0,365848,8,0,17.79,1866004
"2026-05-16T15:24:00.000Z",89176,0,365848,8,0,17.78,1865148
"2026-05-16T15:24:20.000Z",92052,0,365848,8,0,17.79,1865432
"2026-05-16T15:24:40.000Z",91160,0,365848,8,0,17.78,1864644
"2026-05-16T15:25:00.000Z",91160,0,365848,8,0,17.78,1864652
"2026-05-16T15:25:20.000Z",92984,0,365848,8,0,17.79,1865344
"2026-05-16T15:25:40.000Z",94000,0,365848,8,0,17.97,1884276
"2026-05-16T15:26:00.000Z",3060000,0,2620880,8,0,40.44,4240352
"2026-05-16T15:26:20.000Z",3065772,0,2837968,8,0,42.11,4415268
"2026-05-16T15:26:40.000Z",3066308,0,2846160,8,0,42.19,4424084
"2026-05-16T15:27:00.000Z",3082700,0,2852304,8,0,42.29,4434104
"2026-05-16T15:27:20.000Z",3082388,0,2903504,8,0,42.77,4485160
"2026-05-16T15:27:40.000Z",3082824,0,2903504,8,0,42.72,4479916
"2026-05-16T15:28:00.000Z",2497552,0,2993616,8,0,43.79,4591360
"2026-05-16T15:28:20.000Z",2491596,0,3048872,8,0,44.22,4636504
"2026-05-16T15:28:40.000Z",2491600,0,3048872,8,0,44.12,4626616
"2026-05-16T15:29:00.000Z",2490568,0,3055020,8,0,44.23,4638184
"2026-05-16T15:29:20.000Z",2493696,0,3055020,8,0,44.18,4633136
"2026-05-16T15:29:40.000Z",2493696,0,3055020,8,0,44.18,4633136
"2026-05-16T15:30:00.000Z",3059956,0,3087792,8,0,44.54,4670184
"2026-05-16T15:30:20.000Z",3056320,0,3087804,8,0,44.51,4667276
"2026-05-16T15:30:40.000Z",3056320,0,3087804,8,0,44.51,4667728
"2026-05-16T15:31:00.000Z",2532148,0,3091824,8,0,44.65,4681924
"2026-05-16T15:31:20.000Z",2531364,0,3091924,8,0,44.54,4670840
"2026-05-16T15:31:40.000Z",2534828,0,3091924,8,0,44.55,4671172
"2026-05-16T15:32:00.000Z",2220060,0,3091928,8,0,44.53,4669432
"2026-05-16T15:32:20.000Z",2220232,0,3091932,8,0,44.54,4670124
"2026-05-16T15:32:40.000Z",2220492,0,3091936,8,0,44.54,4670136
"2026-05-16T15:33:00.000Z",1958036,0,3091936,8,0,44.54,4670188
