"Time","Usage for 2","Usage for 0","Usage for esxidr.hbmsolutions.mt","Usage for 1","Usage for 3","Usage in MHz for esxidr.hbmsolutions.mt"
"2026-05-18T19:23:20.000Z",3.35,3.49,3.52,3.38,3.86,662
"2026-05-18T19:23:40.000Z",3.44,3.33,3.23,2.02,4.12,607
"2026-05-18T19:24:00.000Z",3.84,3.35,3.32,2.12,4,625
"2026-05-18T19:24:20.000Z",3.83,1.56,3.26,3.36,4.28,613
"2026-05-18T19:24:40.000Z",3.72,1.96,3.22,3.27,3.92,605
"2026-05-18T19:25:00.000Z",3.68,1.95,3.28,3.23,4.26,617
"2026-05-18T19:25:20.000Z",4.38,3.35,3.45,2.67,3.4,649
"2026-05-18T19:25:40.000Z",3.08,3.47,3.09,1.73,4.07,581
"2026-05-18T19:26:00.000Z",3.56,2.71,3.3,2.83,4.12,621
"2026-05-18T19:26:20.000Z",3.09,3.05,3.41,3.15,4.34,641
"2026-05-18T19:26:40.000Z",3.44,2.31,3.27,3.06,4.29,616
"2026-05-18T19:27:00.000Z",3.37,3.31,3.33,2.2,4.45,627
"2026-05-18T19:27:20.000Z",3.15,2.35,3.43,3.48,4.74,646
"2026-05-18T19:27:40.000Z",3.16,2.83,3.16,2.54,4.13,595
"2026-05-18T19:28:00.000Z",3.39,3.18,3.3,2.71,3.91,620
"2026-05-18T19:28:20.000Z",3.31,2.37,3.21,3.12,4.04,604
"2026-05-18T19:28:40.000Z",3.85,2.15,3.21,3.52,3.33,604
"2026-05-18T19:29:00.000Z",3.21,2.42,2.89,2.92,3.03,545
"2026-05-18T19:29:20.000Z",3.49,2.8,3.01,2.56,3.18,566
"2026-05-18T19:29:40.000Z",3.37,2.39,3.09,2.81,3.78,581
"2026-05-18T19:30:00.000Z",4.03,2.22,3.16,3.31,3.06,594
"2026-05-18T19:30:20.000Z",2.95,3.49,3.12,2.59,3.44,587
"2026-05-18T19:30:40.000Z",3.29,2.44,3.13,3.11,3.68,589
"2026-05-18T19:31:00.000Z",2.72,3.44,3.25,2.98,3.87,612
"2026-05-18T19:31:20.000Z",3.03,2.18,3.52,4.39,4.47,662
"2026-05-18T19:31:40.000Z",2.68,2.6,2.79,2.75,3.12,525
"2026-05-18T19:32:00.000Z",3.02,2.93,3.23,2.84,4.14,608
"2026-05-18T19:32:20.000Z",2.92,2.04,3.18,3.99,3.75,598
"2026-05-18T19:32:40.000Z",2.05,2.47,2.74,2.89,3.53,515
"2026-05-18T19:33:00.000Z",2.45,3.02,3.26,3.25,4.31,613
"2026-05-18T19:33:20.000Z",4.07,3.7,3.57,2.94,3.57,671
"2026-05-18T19:33:40.000Z",3.24,3.33,3.4,2.68,4.35,640
"2026-05-18T19:34:00.000Z",3.22,2.72,3.3,3.38,3.87,620
"2026-05-18T19:34:20.000Z",2.61,2.74,3.34,3.54,4.47,628
