"Time","Active for esxilocal.hbmsolutions.mt","Swap consumed for esxilocal.hbmsolutions.mt","Granted for esxilocal.hbmsolutions.mt","Shared common for esxilocal.hbmsolutions.mt","Ballooned memory for esxilocal.hbmsolutions.mt","Host consumed % for esxilocal.hbmsolutions.mt","Consumed for esxilocal.hbmsolutions.mt"
"2026-05-16T16:46:00.000Z",5830600,2324776,8397852,20308,0,93.7,9825200
"2026-05-16T16:46:20.000Z",5829188,2314376,8389592,20332,0,93.77,9832488
"2026-05-16T16:46:40.000Z",5920272,2313316,8346212,20312,0,93.55,9808512
"2026-05-16T16:47:00.000Z",5868840,2232252,8392964,19752,0,94.16,9872704
"2026-05-16T16:47:20.000Z",6057320,2236644,8396892,19560,0,94.06,9862532
"2026-05-16T16:47:40.000Z",6071680,2231968,8387664,19336,0,94.07,9863324
"2026-05-16T16:48:00.000Z",6113908,2196724,8391660,18964,0,94.26,9883272
"2026-05-16T16:48:20.000Z",6039832,2191980,8348144,19672,0,94.06,9862260
"2026-05-16T16:48:40.000Z",6217812,2169800,8231668,21156,0,93.42,9795036
"2026-05-16T16:49:00.000Z",6322536,2166952,8191500,21708,0,93.2,9772044
"2026-05-16T16:49:20.000Z",6320068,2171716,8195912,20100,0,93.19,9771556
"2026-05-16T16:49:40.000Z",6071780,2176908,8193072,19680,0,93.07,9758496
"2026-05-16T16:50:00.000Z",6041244,2175488,8229796,18980,0,93.37,9790172
"2026-05-16T16:50:20.000Z",6082708,2173144,8231984,19772,0,93.46,9799816
"2026-05-16T16:50:40.000Z",6445248,2168568,8210124,19476,0,93.32,9784996
"2026-05-16T16:51:00.000Z",6414816,2185820,8247708,19040,0,93.48,9802064
"2026-05-16T16:51:20.000Z",6415800,2186288,8240988,18928,0,93.48,9801876
"2026-05-16T16:51:40.000Z",6405448,2185040,8215808,18880,0,93.3,9782724
"2026-05-16T16:52:00.000Z",6678076,2182420,8257136,19064,0,93.5,9803816
"2026-05-16T16:52:20.000Z",6678076,2182428,8259288,19256,0,93.41,9794744
"2026-05-16T16:52:40.000Z",6700708,2182784,8226020,19692,0,93.24,9776076
"2026-05-16T16:53:00.000Z",6480520,2183420,8242968,20204,0,93.3,9782460
"2026-05-16T16:53:20.000Z",6480096,2180880,8274544,19648,0,93.49,9802464
"2026-05-16T16:53:40.000Z",6488320,2179536,8288492,19600,0,93.62,9816656
"2026-05-16T16:54:00.000Z",6488328,2179504,8299380,19908,0,93.62,9816412
"2026-05-16T16:54:20.000Z",6110852,2178068,8287044,20020,0,93.53,9806464
"2026-05-16T16:54:40.000Z",6048512,2175668,8295832,20588,0,93.65,9819624
"2026-05-16T16:55:00.000Z",6026984,2174488,8313880,20516,0,93.74,9828532
"2026-05-16T16:55:20.000Z",5837896,2173480,8326688,20192,0,93.81,9836588
"2026-05-16T16:55:40.000Z",5786484,2175716,8269364,20312,0,93.46,9799100
"2026-05-16T16:56:00.000Z",5901832,2160724,8288120,19116,0,93.67,9821728
"2026-05-16T16:56:20.000Z",5650220,2161160,8311312,19112,0,93.8,9835228
"2026-05-16T16:56:40.000Z",5682848,2166244,8275900,19316,0,93.58,9812068
"2026-05-16T16:57:00.000Z",5662300,2168704,8284228,19204,0,93.59,9812888
"2026-05-16T16:57:20.000Z",5473640,2173320,8237060,19632,0,93.43,9796640
"2026-05-16T16:57:40.000Z",5494900,2172388,8216948,20052,0,93.17,9769480
"2026-05-16T16:58:00.000Z",5599064,2152444,8227004,20168,0,93.37,9789948
"2026-05-16T16:58:20.000Z",5641188,2147532,8236492,21116,0,93.37,9790044
"2026-05-16T16:58:40.000Z",5536792,2149144,8202052,21096,0,93.1,9761944
"2026-05-16T16:59:00.000Z",5463356,2147640,8213056,21184,0,93.14,9766320
"2026-05-16T16:59:20.000Z",5465540,2143832,8217352,20000,0,93.35,9788256
"2026-05-16T16:59:40.000Z",5482108,2138932,8210480,19624,0,93.32,9784684
"2026-05-16T17:00:00.000Z",5587408,2128788,8128648,19500,0,92.87,9737812
"2026-05-16T17:00:20.000Z",5586500,2128732,8138064,19660,0,92.8,9730152
"2026-05-16T17:00:40.000Z",5517860,2133728,8145864,19928,0,92.82,9732708
"2026-05-16T17:01:00.000Z",5434132,2137548,8148140,19044,0,92.82,9732160
"2026-05-16T17:01:20.000Z",5873976,2136240,8174280,18480,0,93.05,9756196
"2026-05-16T17:01:40.000Z",5934808,2141124,8157108,19316,0,92.91,9742124
"2026-05-16T17:02:00.000Z",5893460,2144316,8171168,19112,0,93.01,9751912
"2026-05-16T17:02:20.000Z",6082732,2140628,8175188,18780,0,93.25,9777352
"2026-05-16T17:02:40.000Z",6072976,2142120,8247168,19084,0,94.33,9890624
"2026-05-16T17:03:00.000Z",6028452,2158884,8133372,19828,0,93.39,9791796
"2026-05-16T17:03:20.000Z",5651112,2158400,8158232,18540,0,93.47,9800488
"2026-05-16T17:03:40.000Z",5651112,2176208,8102152,18784,0,93.09,9760620
"2026-05-16T17:04:00.000Z",5655348,2181536,8100876,19312,0,93.14,9766164
"2026-05-16T17:04:20.000Z",5655356,2176616,8137140,19380,0,93.38,9790968
"2026-05-16T17:04:40.000Z",5896540,2182280,8123188,19548,0,93.22,9774096
"2026-05-16T17:05:00.000Z",5764112,2186844,8072152,19524,0,93.14,9765760
"2026-05-16T17:05:20.000Z",5757592,2185096,8096076,19480,0,92.83,9733380
"2026-05-16T17:05:40.000Z",5464824,2180832,8139472,19996,0,93.3,9782920
"2026-05-16T17:06:00.000Z",5453500,2178156,8169332,19840,0,93.23,9775620
"2026-05-16T17:06:20.000Z",5422640,2178456,8175716,20008,0,93.23,9775604
"2026-05-16T17:06:40.000Z",5421652,2209084,8217580,18560,0,93.58,9811796
"2026-05-16T17:07:00.000Z",5489188,2223848,8214012,18908,0,93.57,9811144
"2026-05-16T17:07:20.000Z",5468268,2227516,8211004,18740,0,93.58,9812056
"2026-05-16T17:07:40.000Z",5519408,2238028,8210984,18800,0,93.62,9816464
"2026-05-16T17:08:00.000Z",5425504,2237612,8236460,18528,0,93.75,9830452
"2026-05-16T17:08:20.000Z",5392828,2240292,8219752,18324,0,93.59,9813528
"2026-05-16T17:08:40.000Z",5403340,2238388,8240516,18196,0,93.69,9823628
"2026-05-16T17:09:00.000Z",5859448,2247604,8204640,18180,0,93.8,9834728
"2026-05-16T17:09:20.000Z",5837768,2250004,8217644,18076,0,93.69,9824148
"2026-05-16T17:09:40.000Z",5839372,2248768,8223348,18752,0,93.67,9821312
"2026-05-16T17:10:00.000Z",5263676,2287764,8210368,17800,0,93.35,9788176
"2026-05-16T17:10:20.000Z",5243496,2276316,8230056,17140,0,93.72,9826792
"2026-05-16T17:10:40.000Z",5242936,2265592,8240036,17436,0,93.75,9829840
